Kind,Name,File,CountInput,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,INJECTED
Function,"block_bind_library(int *,block,block,int,const char *)",compile-pre.c,11,0,0,11,6,1,6,6,7,1,0,0,2,0,0
Function,"block_bind_referenced(int *,block,block,int)",compile-pre.c,5,0,0,10,7,1,6,6,6,3,3,3,3,2,0
Static Function,"block_bind_subblock(int *,block,block,int,int)",compile-pre.c,19,0,0,12,14,1,12,12,25,1,1,0,3,0,0
Function,"block_bind(int *,block,block,int)",compile-pre.c,11,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Function,"block_compile(int *,block,struct bytecode **,struct locfile *,jv)",compile-pre.c,7,0,0,22,2,0,3,3,3,1,1,0,1,0,0
Function,"block_const_kind(int *,block)",compile-pre.c,9,0,0,4,1,0,2,2,2,1,0,0,0,0,0
Function,"block_const(int *,block)",compile-pre.c,11,0,0,4,1,0,2,2,2,1,0,0,0,0,0
Static Function,"block_count_actuals(int *,block)",compile-pre.c,6,0,0,2,3,0,6,4,7,1,1,0,2,0,0
Static Function,"block_count_formals(int *,block)",compile-pre.c,9,0,0,2,3,0,4,4,4,1,1,0,1,0,0
Static Function,"block_count_refs(int *,block,block)",compile-pre.c,10,0,0,1,3,0,3,3,4,1,0,0,2,0,0
Function,"block_drop_unreferenced(int *,block)",compile-pre.c,5,0,0,7,6,1,5,5,7,1,1,0,3,0,0
Function,"block_free(int *,block)",compile-pre.c,21,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Static Function,"block_get_unbound_vars(int *,block,jv *)",compile-pre.c,10,0,0,6,5,1,6,6,8,3,1,1,2,1,0
Function,"block_has_main(int *,block)",compile-pre.c,5,0,0,1,3,0,3,3,3,3,3,3,2,3,0
Function,"block_has_only_binders_and_imports(int *,block,int)",compile-pre.c,8,0,0,2,3,0,3,3,5,3,3,3,2,3,0
Function,"block_has_only_binders(int *,block,int)",compile-pre.c,10,0,0,2,3,0,3,3,4,3,3,3,2,3,0
Function,"block_is_const_inf(int *,block)",compile-pre.c,7,0,0,5,1,0,1,1,4,1,0,0,0,0,0
Function,"block_is_const(int *,block)",compile-pre.c,11,0,0,2,1,0,1,1,3,1,0,0,0,0,0
Function,"block_is_funcdef(int *,block)",compile-pre.c,3,0,0,1,2,0,2,2,3,1,1,0,1,0,0
Function,"block_is_noop(int *,block)",compile-pre.c,6,0,0,1,1,0,1,1,2,1,0,0,0,0,0
Function,"block_is_single(int *,block)",compile-pre.c,11,0,0,1,1,0,1,1,2,1,0,0,0,0,0
Function,"block_join(int *,block,block)",compile-pre.c,40,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"block_list_funcs(int *,block,int)",compile-pre.c,9,0,0,6,4,1,4,4,7,1,0,0,3,0,0
Function,"block_module_meta(int *,block)",compile-pre.c,6,0,0,3,2,0,2,2,3,1,1,0,1,0,0
Function,"block_take_imports(int *,block *)",compile-pre.c,8,0,0,9,12,1,5,5,8,1,0,0,2,0,0
Static Function,"block_take(int *,block *)",compile-pre.c,9,0,0,6,3,0,3,3,3,1,2,0,1,0,0
Static Function,"build_lib_search_chain(int *,jq_state *,jv,jv,jv)",linker-pre.c,5,0,0,18,18,1,10,10,11,5,5,5,3,2,0
Static Function,"builtins_bind_one(int *,jq_state *,block *,const char *)",builtin-pre.c,6,0,0,7,2,0,2,2,2,1,0,0,1,0,0
Function,"builtins_bind(int *,jq_state *,block *)",builtin-pre.c,6,0,0,12,2,0,3,3,3,1,1,0,1,0,0
Function,"bytecode_free(int *,struct bytecode *)",bytecode-pre.c,12,0,0,3,5,1,4,4,4,1,1,0,1,0,0
Function,"bytecode_operation_length(int *,uint16_t *)",bytecode-pre.c,5,0,0,2,2,0,2,2,3,1,0,0,1,0,0
Static Function,"check_literal(int *,struct jv_parser *)",jv_parse-pre.c,7,0,0,10,37,2,14,12,15,11,19,17,3,16,0
Static Function,"check_object_key(int *,block)",parser-pre.c,3,0,0,9,2,0,2,2,3,1,1,0,1,0,0
Static Function,"checkerrormsg(int *,const char *)",jq_test-pre.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"checkfail(int *,const char *)",jq_test-pre.c,2,0,0,2,1,0,1,1,2,1,0,0,0,0,0
Static Function,"classify(int *,char)",jv_parse-pre.c,2,0,0,1,4,1,12,2,12,1,6,0,1,0,0
Static Function,"cmp(int *,struct dtoa_context *,Bigint *,Bigint *)",jv_dtoa-pre.c,8,0,0,1,5,1,6,6,6,5,6,6,2,6,0
Static Function,"compile(int *,struct bytecode *,block,struct locfile *,jv,jv *)",compile-pre.c,31,0,0,38,10780,4,40,40,47,4,8,3,4,1,0
Static Function,"constant_fold(int *,block,block,int)",parser-pre.c,5,0,0,15,55,2,25,16,29,9,66,11,2,11,0
Static Function,"count_cfunctions(int *,block)",compile-pre.c,7,0,0,1,3,0,3,3,3,1,0,0,2,0,0
Static Function,"d2b(int *,struct dtoa_context *,U *,int *,int *)",jv_dtoa-pre.c,8,0,0,8,12,1,6,6,6,1,3,0,2,0,0
Static Function,"debug_cb(int *,void *,jv)",main-pre.c,4,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"default_err_cb(int *,void *,jv)",execute-pre.c,3,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"default_search(int *,jq_state *,jv)",linker-pre.c,4,0,0,9,3,0,3,3,3,3,2,2,1,2,0
Static Function,"delpaths_sorted(int *,jv,jv,int)",jv_aux-pre.c,5,0,0,15,38,2,10,10,11,7,13,13,4,12,0
Static Function,die(int *),main-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"diff(int *,struct dtoa_context *,Bigint *,Bigint *)",jv_dtoa-pre.c,9,0,0,6,9,1,6,6,6,1,2,0,1,0,0
Static Function,"dshift(int *,struct dtoa_context *,Bigint *,int)",jv_dtoa-pre.c,8,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Static Function,"dump_code(int *,int,struct bytecode *)",bytecode-pre.c,6,0,0,3,2,0,2,2,2,1,0,0,1,0,0
Function,"dump_disassembly(int *,int,struct bytecode *)",bytecode-pre.c,8,0,0,8,8,1,5,5,5,1,0,0,3,0,0
Function,"dump_operation(int *,struct bytecode *,uint16_t *)",bytecode-pre.c,15,0,0,10,12,1,11,11,12,1,6,0,4,0,0
Static Function,"enter(int *,int,int,yyscan_t)",lexer-pre.c,4,0,0,3,5,1,6,3,6,1,6,0,1,0,0
Static Function,"escape_string(int *,jv,const char *)",builtin-pre.c,4,0,0,12,6,1,5,5,6,1,1,0,2,0,0
Static Function,"expand_call_arglist(int *,block *,jv,jv *)",compile-pre.c,18,0,0,27,113,2,27,24,36,6,14,8,5,6,0
Function,"expand_path(int *,jv)",util-pre.c,3,0,0,12,3,0,4,4,6,1,1,0,2,0,0
Static Function,"f_acos(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_acosh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_asin(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_asinh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_atan(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_atan2(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_atanh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_cbrt(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_ceil(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_contains(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_copysign(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_cos(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_cosh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_current_filename(int *,jq_state *,jv)",builtin-pre.c,3,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_current_line(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_debug(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,2,0,2,2,2,1,0,0,1,0,0
Static Function,"f_delpaths(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_divide(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,4,1,4,4,6,4,4,4,2,4,0
Static Function,"f_drem(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_dump(int *,jq_state *,jv)",builtin-pre.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_endswith(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,11,3,0,3,3,5,1,2,0,1,0,0
Static Function,"f_env(int *,jq_state *,jv)",builtin-pre.c,3,0,0,8,4,1,4,4,4,1,1,0,2,0,0
Static Function,"f_equal(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_erf(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_erfc(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_error(int *,jq_state *,jv,jv)",builtin-pre.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_exp(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_exp10(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_exp2(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_expm1(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_fabs(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_fdim(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_floor(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_fma(int *,jq_state *,jv,jv,jv,jv)",builtin-pre.c,5,0,0,7,4,1,4,4,4,4,3,3,1,3,0
Static Function,"f_fmax(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_fmin(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_fmod(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_format(int *,jq_state *,jv,jv)",builtin-pre.c,7,0,0,27,87,2,49,41,52,26,53,53,5,50,0
Static Function,"f_frexp(int *,jq_state *,jv)",builtin-pre.c,2,0,0,9,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_gamma(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_get_jq_origin(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_get_prog_origin(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_get_search_list(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_getpath(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_gmtime(int *,jq_state *,jv)",builtin-pre.c,3,0,0,15,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_greater(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_greatereq(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_group_by_impl(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,6,2,0,2,2,4,1,1,0,1,0,0
Static Function,"f_halt_error(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,6,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_halt(int *,jq_state *,jv)",builtin-pre.c,3,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_has(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_hypot(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_infinite(int *,jq_state *,jv)",builtin-pre.c,1,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_input(int *,jq_state *,jv)",builtin-pre.c,3,0,0,8,3,0,3,3,4,3,2,2,1,2,0
Static Function,"f_isinfinite(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,3,3,3,1,1,0,1,0,0
Static Function,"f_isnan(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,3,3,3,1,1,0,1,0,0
Static Function,"f_isnormal(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,3,3,3,1,1,0,1,0,0
Static Function,"f_j0(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_j1(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_jn(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_json_parse(int *,jq_state *,jv)",builtin-pre.c,2,0,0,8,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_keys_unsorted(int *,jq_state *,jv)",builtin-pre.c,2,0,0,4,2,0,2,2,3,1,1,0,1,0,0
Static Function,"f_keys(int *,jq_state *,jv)",builtin-pre.c,2,0,0,4,2,0,2,2,3,1,1,0,1,0,0
Static Function,"f_ldexp(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_length(int *,jq_state *,jv)",builtin-pre.c,2,0,0,10,6,1,6,6,6,6,5,5,1,5,0
Static Function,"f_less(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_lesseq(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_lgamma_r(int *,jq_state *,jv)",builtin-pre.c,2,0,0,9,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_lgamma(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_localtime(int *,jq_state *,jv)",builtin-pre.c,3,0,0,15,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_log(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_log10(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_log1p(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_log2(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_logb(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_ltrimstr(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,8,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_match(int *,jq_state *,jv,jv,jv,jv)",builtin-pre.c,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_max_by_impl(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_max(int *,jq_state *,jv)",builtin-pre.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_min_by_impl(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_min(int *,jq_state *,jv)",builtin-pre.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_minus(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,12,12,1,11,11,13,8,4,4,6,4,0
Static Function,"f_mktime(int *,jq_state *,jv)",builtin-pre.c,2,0,0,10,6,1,6,6,6,6,5,5,1,5,0
Static Function,"f_mod(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,6,3,0,3,3,4,3,3,3,2,3,0
Static Function,"f_modf(int *,jq_state *,jv)",builtin-pre.c,2,0,0,9,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_modulemeta(int *,jq_state *,jv)",builtin-pre.c,3,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_multiply(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,12,11,1,7,7,12,5,5,5,2,5,0
Static Function,"f_nan(int *,jq_state *,jv)",builtin-pre.c,1,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_nearbyint(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_negate(int *,jq_state *,jv)",builtin-pre.c,2,0,0,6,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_nextafter(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_nexttoward(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_notequal(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_now(int *,jq_state *,jv)",builtin-pre.c,3,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_plus(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,9,7,1,7,7,11,7,6,6,1,6,0
Static Function,"f_pow(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_pow10(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_remainder(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_rint(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_round(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_rtrimstr(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,8,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_scalb(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_scalbln(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"f_setpath(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_significand(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_sin(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_sinh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_sort_by_impl(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,6,2,0,2,2,4,1,1,0,1,0,0
Static Function,"f_sort(int *,jq_state *,jv)",builtin-pre.c,2,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_sqrt(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_startswith(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,11,3,0,3,3,5,1,2,0,1,0,0
Static Function,"f_stderr(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_strflocaltime(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,12,8,1,6,6,7,6,7,7,1,7,0
Static Function,"f_strftime(int *,jq_state *,jv,jv)",builtin-pre.c,4,0,0,13,8,1,6,6,7,6,7,7,1,7,0
Static Function,"f_string_explode(int *,jq_state *,jv)",builtin-pre.c,2,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_string_implode(int *,jq_state *,jv)",builtin-pre.c,2,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_string_indexes(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_string_split(int *,jq_state *,jv,jv)",builtin-pre.c,3,0,0,5,2,0,2,2,3,1,1,0,1,0,0
Static Function,"f_strptime(int *,jq_state *,jv,jv)",builtin-pre.c,7,0,0,16,10,1,6,6,15,3,2,2,1,2,0
Static Function,"f_tan(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tanh(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tgamma(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tonumber(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,4,1,4,4,5,4,3,3,2,3,0
Static Function,"f_tostring(int *,jq_state *,jv)",builtin-pre.c,3,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_trunc(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_type(int *,jq_state *,jv)",builtin-pre.c,2,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_utf8bytelength(int *,jq_state *,jv)",builtin-pre.c,2,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_y0(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_y1(int *,jq_state *,jv)",builtin-pre.c,2,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_yn(int *,jq_state *,jv,jv,jv)",builtin-pre.c,4,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"find_lib(int *,jq_state *,jv,jv,const char *,jv,jv)",linker-pre.c,9,0,0,17,54,2,12,12,15,8,13,13,3,12,0
Static Function,"found_string(int *,struct jv_parser *)",jv_parse-pre.c,5,0,0,8,29664,4,33,25,38,19,95,95,5,95,0
Static Function,"fprinter(int *,void *,const char *)",util-pre.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,"frame_current(int *,struct jq_state *)",execute-pre.c,10,0,0,4,2,0,4,4,5,1,1,0,1,0,0
Static Function,"frame_get_level(int *,struct jq_state *,int)",execute-pre.c,8,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Static Function,"frame_local_var(int *,struct jq_state *,int,int)",execute-pre.c,12,0,0,4,1,0,3,3,3,1,0,0,0,0,0
Static Function,"frame_pop(int *,struct jq_state *)",execute-pre.c,8,0,0,9,3,0,4,4,4,1,0,0,2,0,0
Static Function,"frame_push(int *,struct jq_state *,struct closure,uint16_t *,int)",execute-pre.c,15,0,0,13,4,1,4,4,4,1,0,0,1,0,0
Static Function,"frame_size(int *,struct bytecode *)",execute-pre.c,5,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_and(int *,block,block)",compile-pre.c,5,0,0,7,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_array_matcher(int *,block,block)",compile-pre.c,9,0,0,9,3,0,7,7,7,1,2,0,2,0,0
Static Function,"gen_binop(int *,block,block,int)",parser-pre.c,6,0,0,7,13,1,14,4,14,1,56,0,1,0,0
Function,"gen_both(int *,block,block)",compile-pre.c,4,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"gen_builtin_list(int *,block)",builtin-pre.c,3,0,0,8,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_call(int *,const char *,block)",compile-pre.c,12,0,0,4,1,0,1,1,1,1,0,0,0,0,0
