Kind,Name,File,CountInput,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,INJECTED
Function,c_isascii(int),c-ctype.c,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_isblank(int),c-ctype.c,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_iscntrl(int),c-ctype.c,1,25,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_isdigit(int),c-ctype.c,6,8,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_isgraph(int),c-ctype.c,1,25,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_islower(int),c-ctype.c,1,11,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_isprint(int),c-ctype.c,1,25,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_ispunct(int),c-ctype.c,1,13,3,1,1,0,1,1,6,1,0,0,0,0,0
Function,c_isspace(int),c-ctype.c,4,0,0,1,1,0,1,1,6,1,0,0,0,0,0
Function,c_isupper(int),c-ctype.c,1,11,3,1,1,0,1,1,2,1,0,0,0,0,0
Function,c_isxdigit(int),c-ctype.c,3,13,6,1,1,0,1,1,4,1,0,0,0,0,0
Function,c_tolower(int),c-ctype.c,5,30,3,1,1,0,2,2,3,1,0,0,0,0,0
Function,c_toupper(int),c-ctype.c,3,30,3,1,1,0,2,2,3,1,0,0,0,0,0
Function,"c_strcasecmp(const char *,const char *)",c-strcasecmp.c,5,0,0,2,5,1,7,7,7,5,4,4,2,4,0
Function,"c_strncasecmp(const char *,const char *,size_t)",c-strncasecmp.c,3,0,0,2,5,1,7,7,9,5,4,4,2,4,0
Static Function,c_locale(),c-strtod.c,2,0,0,3,2,0,2,2,2,1,0,0,1,0,0
Function,"c_strtod(const char *,char **)",c-strtod.c,2,26,3,4,3,0,3,3,3,1,1,0,2,0,0
Static Function,c_locale(),c-strtod.copy.c,2,0,0,3,2,0,2,2,2,1,0,0,1,0,0
Function,"c_strtod(const char *,char **)",c-strtod.copy.c,2,26,3,4,3,0,3,3,3,1,1,0,2,0,0
Function,"rpl_calloc(size_t,size_t)",calloc.c,2,2,4,3,3,0,3,3,4,3,3,3,2,3,0
Function,"canon_host_r(const char *,int *)",canon-host.c,4,0,0,6,4,1,5,5,6,1,1,0,2,0,0
Function,canon_host(const char *),canon-host.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,ch_strerror(),canon-host.c,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"canonicalize_filename_mode(const char *,canonicalize_mode_t)",canonicalize.c,4,0,0,17,8016004,7,49,49,79,21,84,84,6,80,0
Static Function,"seen_triple(Hash_table **,const char *,const struct stat *)",canonicalize.c,4,0,0,6,5,1,4,4,4,4,3,3,2,3,0
Function,"careadlinkat(int,const char *,char *,size_t,const struct allocator *,ssize_t (*)(int, const char *, char *, size_t))",careadlinkat.c,10,0,0,7,160,2,18,18,20,10,21,21,4,21,0
Static Function,"cdb_advance_fd(struct cd_buf *,const char *)",chdir-long.c,2,0,0,4,2,0,2,2,2,1,1,0,1,0,0
Static Function,cdb_fchdir(const struct cd_buf *),chdir-long.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,cdb_free(const struct cd_buf *),chdir-long.c,4,0,0,2,3,0,3,3,3,3,3,3,2,3,0
Static Function,cdb_init(struct cd_buf *),chdir-long.c,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,chdir_long(char *),chdir-long.c,2,0,0,13,114,2,18,18,19,18,43,43,2,43,0
Static Function,find_non_slash(const char *),chdir-long.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_chown(const char *,uid_t,gid_t)",chown.c,3,70,10,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,is_cjk_encoding(const char *),cjk.h,2,0,0,2,2,0,2,2,10,1,1,0,1,0,0
Function,dup_cloexec(int),cloexec.c,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"set_cloexec_flag(int,_Bool)",cloexec.c,6,14,3,2,3,0,4,4,5,3,2,2,2,2,0
Function,rpl_close(int),close.c,1,3,5,2,1,0,1,1,1,1,0,0,0,0,0
Function,closedir(DIR *),closedir.c,7,10,8,1,1,0,1,1,1,1,0,0,0,0,0
Function,close_stdin_set_file_name(const char *),closein.c,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,close_stdin(),closein.c,3,0,0,10,36,2,7,7,8,1,2,0,2,0,0
Function,close_stdout_set_file_name(const char *),closeout.c,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,close_stdout_set_ignore_EPIPE(_Bool),closeout.c,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,close_stdout(),closeout.c,6,0,0,6,4,1,4,4,6,3,3,2,2,2,0
Function,"copy_acl(const char *,int,const char *,int,mode_t)",copy-acl.c,5,0,0,6,3,0,3,2,3,1,3,0,1,0,0
Function,"creat_safer(const char *,mode_t)",creat-safer.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Function,cycle_check_init(struct cycle_check_state *),cycle-check.c,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Function,"cycle_check(struct cycle_check_state *,const struct stat *)",cycle-check.c,9,0,0,7,5,1,5,5,7,5,5,5,2,5,0
Static Function,is_zero_or_power_of_two(uintmax_t),cycle-check.c,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,"di_ent_compare(const void *,const void *)",di-set.c,3,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,di_ent_free(void *),di-set.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"di_ent_hash(const void *,size_t)",di-set.c,3,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Static Function,"di_ino_hash(const void *,size_t)",di-set.c,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,di_set_alloc(),di-set.c,1,0,0,7,3,0,3,3,3,3,2,2,2,2,0
Function,di_set_free(struct di_set *),di-set.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"di_set_insert(struct di_set *,dev_t,ino_t)",di-set.c,3,0,0,4,3,0,3,3,3,3,2,2,1,2,0
Function,"di_set_lookup(struct di_set *,dev_t,ino_t)",di-set.c,3,0,0,4,3,0,3,3,3,3,2,2,1,2,0
Static Function,"map_device(struct di_set *,dev_t)",di-set.c,8,0,0,8,8,1,6,6,6,5,7,6,2,6,0
Static Function,"map_inode_number(struct di_set *,ino_t)",di-set.c,5,0,0,5,4,1,4,4,5,4,3,3,2,3,0
Function,"dirchownmod(int,const char *,mode_t,uid_t,gid_t,mode_t,mode_t)",dirchownmod.c,11,0,0,11,24,1,13,13,18,1,2,0,4,0,0
Function,dirfd(DIR *),dirfd.c,2,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Function,dir_len(const char *),dirname-lgpl.c,2,0,0,2,3,0,6,6,9,3,2,2,2,2,0
Function,mdir_name(const char *),dirname-lgpl.c,3,0,0,4,3,0,3,3,7,1,1,0,1,0,0
Function,dir_name(const char *),dirname.c,2,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Function,dtotimespec(double),dtotimespec.c,2,0,0,2,4,1,12,12,12,3,2,2,2,2,0
Function,"dup_safer_flag(int,int)",dup-safer-flag.c,3,0,0,2,1,0,2,2,2,1,0,0,0,0,0
Function,dup_safer(int),dup-safer.c,5,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,rpl_dup(int),dup.c,1,2,2,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_dup2(int,int)",dup2.c,2,3,6,4,6,1,5,5,6,1,1,0,1,0,0
Function,"error_at_line(int,int,const char *,unsigned int,const char *)",error.c,10,13,14,6,5,1,5,5,9,3,3,2,2,2,0
Static Function,flush_stdout(),error.c,2,4,5,2,2,0,2,2,3,1,0,0,1,0,0
Static Function,is_open(int),error.c,2,6,6,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,print_errno_message(int),error.c,2,6,11,3,2,0,2,2,2,1,0,0,1,0,0
Function,"euidaccess(const char *,int)",euidaccess.c,2,106,9,2,1,0,1,1,1,1,0,0,0,0,0
Function,"add_exclude_file(void (*)(struct exclude *, const char *, int),struct exclude *,const char *,int,char)",exclude.c,6,0,0,4,5,1,4,4,6,3,3,3,1,3,0
Function,"add_exclude_fp(void (*)(struct exclude *, const char *, int, void *),struct exclude *,FILE *,int,char,void *)",exclude.c,6,0,0,8,42,2,11,11,12,7,6,6,5,6,0
Function,"add_exclude(struct exclude *,const char *,int)",exclude.c,14,0,0,18,56,2,14,14,20,4,7,5,4,5,0
Static Function,"call_addfn(struct exclude *,const char *,int,void *)",exclude.c,4,0,0,0,1,0,1,1,1,1,0,0,0,0,0
Function,"exclude_add_pattern_buffer(struct exclude *,char *)",exclude.c,5,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Function,"exclude_fnmatch(const char *,const char *,int)",exclude.c,4,0,0,1,4,1,5,5,7,1,0,0,3,0,0
Static Function,"exclude_patopts(const struct patopts *,const char *)",exclude.c,7,0,0,3,1,0,2,2,2,1,0,0,0,0,0
Function,"excluded_file_name(const struct exclude *,const char *)",exclude.c,6,0,0,6,14,1,8,8,8,7,10,10,3,10,0
Static Function,"file_name_matches(const struct exclude_segment *,const char *,char *)",exclude.c,7,0,0,5,13,1,8,8,8,7,9,9,4,9,0
Static Function,"file_pattern_matches(const struct exclude_segment *,const char *)",exclude.c,7,0,0,2,3,0,3,3,3,3,3,3,2,3,0
Static Function,"fnmatch_no_wildcards(const char *,const char *,int)",exclude.c,3,0,0,8,9,1,9,9,10,5,4,4,3,4,0
Function,"fnmatch_pattern_has_wildcards(const char *,int)",exclude.c,3,0,0,1,10,1,18,6,20,10,41,41,3,41,0
Static Function,free_exclude_segment(struct exclude_segment *),exclude.c,11,0,0,3,5,1,5,4,5,1,1,0,3,0,0
Function,free_exclude(struct exclude *),exclude.c,6,0,0,2,4,1,3,3,3,1,0,0,1,0,0
Static Function,"new_exclude_segment(struct exclude *,enum exclude_type,int)",exclude.c,5,0,0,9,3,0,5,4,5,1,1,0,1,0,0
Function,new_exclude(),exclude.c,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"string_compare_ci(const void *,const void *)",exclude.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"string_compare(const void *,const void *)",exclude.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,string_free(void *),exclude.c,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,"string_hasher_ci(const void *,size_t)",exclude.c,8,0,0,8,3,0,3,3,4,1,1,0,2,0,0
Static Function,"string_hasher(const void *,size_t)",exclude.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,unescape_pattern(char *),exclude.c,2,0,0,1,1,0,2,2,3,1,0,0,1,0,0
Function,"fadvise(FILE *,fadvice_t)",fadvise.c,3,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Function,"fdadvise(int,off_t,off_t,fadvice_t)",fadvise.c,5,0,2,1,1,0,1,1,1,1,0,0,0,0,0
Function,_gl_directory_name(int),fchdir.c,5,0,0,3,4,1,4,4,6,1,2,0,2,0,0
Function,"_gl_register_dup(int,int)",fchdir.c,5,0,0,9,5,1,5,5,9,1,3,0,2,0,0
Function,"_gl_register_fd(int,const char *)",fchdir.c,3,0,0,9,4,1,4,4,7,4,4,4,2,4,0
Function,_gl_unregister_fd(int),fchdir.c,4,0,0,3,2,0,2,2,3,1,0,0,1,0,0
Static Function,ensure_dirs_slot(size_t),fchdir.c,6,0,0,7,5,1,5,5,5,3,3,3,2,3,0
Function,fchdir(int),fchdir.c,19,0,0,3,1,0,2,2,2,1,0,0,0,0,0
Static Function,get_name(const char *),fchdir.c,2,0,0,6,3,0,3,3,6,3,2,2,1,2,0
Static Function,"lchmod_rpl(const char *,mode_t)",fchmodat.c,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"fchown(int,uid_t,gid_t)",fchown-stub.c,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_fcntl(int,int)",fcntl.c,2,60,18,6,13,1,7,7,10,5,7,7,4,7,0
Function,"fd_reopen(int,const char *,int,mode_t)",fd-reopen.c,4,0,0,5,2,0,2,2,3,1,1,0,1,0,0
Function,"fd_safer_flag(int,int)",fd-safer-flag.c,2,0,0,4,2,0,2,2,3,1,0,0,1,0,0
Function,fd_safer(int),fd-safer.c,7,0,0,4,2,0,2,2,3,1,0,0,1,0,0
Function,fdatasync(int),fdatasync.c,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_fdopen(int,const char *)",fdopen.c,2,0,0,3,3,0,3,3,3,1,1,0,2,0,0
Function,rpl_fdopendir(int),fdopendir.c,2,0,0,4,3,0,3,3,3,3,2,2,1,2,0
Function,"fdutimensat(int,int,const char *,const struct timespec [2],int)",fdutimensat.c,5,0,0,4,8,1,4,4,7,1,0,0,1,0,0
Static Function,clear_ungetc_buffer(FILE *),fflush.c,2,14,5,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,"update_fpos_cache(FILE *,off_t)",fflush.c,1,18,5,0,1,0,1,1,1,1,0,0,0,0,0
Function,"file_has_acl(const char *,const struct stat *)",file-has-acl.c,0,452,23,1,1,0,1,1,1,1,0,0,0,0,0
Function,"record_file(Hash_table *,const char *,const struct stat *)",file-set.c,6,0,0,8,4,1,4,4,4,3,2,2,1,2,0
Function,"seen_file(const Hash_table *,const char *,const struct stat *)",file-set.c,6,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Function,file_type(const struct stat *),file-type.c,3,0,0,14,23,1,24,24,24,23,22,22,1,22,0
Function,"filemodestring(const struct stat *,char *)",filemode.c,3,0,0,3,6,1,6,6,6,1,4,0,1,0,0
Static Function,ftypelet(mode_t),filemode.c,2,0,0,9,14,1,14,14,16,14,13,13,1,13,0
Function,"strmode(mode_t,char *)",filemode.c,2,0,0,2,1,0,16,16,16,1,0,0,0,0,0
Static Function,longest_relative_suffix(const char *),filenamecat-lgpl.c,2,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Function,"mfile_name_concat(const char *,const char *,char **)",filenamecat-lgpl.c,7,0,0,8,3,0,3,3,5,1,1,0,1,0,0
Function,"file_name_concat(const char *,const char *,char **)",filenamecat.c,3,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Function,"filevercmp(const char *,const char *)",filevercmp.c,2,0,0,5,13,1,15,15,21,10,9,9,1,9,0
Static Function,match_suffix(const char **),filevercmp.c,2,0,0,3,7,1,7,7,9,1,2,0,3,0,0
Static Function,order(unsigned char),filevercmp.c,2,0,0,3,4,1,4,4,4,4,3,3,1,3,0
Static Function,"verrevcmp(const char *,size_t,const char *,size_t)",filevercmp.c,5,0,0,3,98,2,13,13,18,7,14,14,3,14,0
Function,"fnmatch(const char *,const char *,int)",fnmatch.c,3,0,3,14,13,1,11,11,12,10,27,26,5,26,0
Static Function,is_char_class(const wchar_t *),fnmatch.c,1,4,6,2,3,0,95,4,95,4,5,5,2,5,0
Function,"fopen_safer(const char *,const char *)",fopen-safer.c,4,0,0,8,5,1,5,5,7,5,6,6,3,6,0
Static Function,"orig_fopen(const char *,const char *)",fopen.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_fopen(const char *,const char *)",fopen.c,2,53,4,2,1,0,1,1,1,1,0,0,0,0,0
Function,__fpending(FILE *),fpending.c,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,fpurge(FILE *),fpurge.c,2,107,23,2,1,0,1,1,1,1,0,0,0,0,0
Function,freadahead(FILE *),freadahead.c,2,62,19,1,1,0,1,1,1,1,0,0,0,0,0
Function,"freadptr(FILE *,size_t *)",freadptr.c,2,83,16,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,"freadptrinc(FILE *,size_t)",freadseek.c,1,29,17,0,1,0,1,1,1,1,0,0,0,0,0
Function,"freadseek(FILE *,size_t)",freadseek.c,3,0,0,10,29,1,14,14,16,12,24,24,3,24,0
Function,"freopen_safer(const char *,const char *,FILE *)",freopen-safer.c,5,0,0,7,960,3,14,12,17,4,3,0,2,0,0
Static Function,protect_fd(int),freopen-safer.c,2,0,0,4,3,0,3,3,3,1,1,0,2,0,0
Static Function,"orig_freopen(const char *,const char *,FILE *)",freopen.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_freopen(const char *,const char *,FILE *)",freopen.c,3,6,4,3,1,0,1,1,1,1,0,0,0,0,0
Function,"frexp(double,int *)",frexp.c,2,0,0,3,109,2,12,12,14,7,8,6,3,4,0
Function,"fseek(FILE *,long,int)",fseek.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"fseeko(FILE *,off_t,int)",fseeko.c,8,102,41,3,2,0,2,2,2,1,1,0,1,0,0
Function,fseterr(FILE *),fseterr.c,1,44,13,0,1,0,1,1,1,1,0,0,0,0,0
Static Function,"orig_fstat(int,struct stat *)",fstat.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"rpl_fstat(int,struct stat *)",fstat.c,2,5,2,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"orig_fstatat(int,const char *,struct stat *,int)",fstatat.c,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"stat_func(const char *,struct stat *)",fstatat.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"get_fs_usage(const char *,const char *,struct fs_usage *)",fsusage.c,15,123,27,12,4,1,27,27,38,4,4,4,2,4,0
Static Function,statvfs_works(),fsusage.c,2,0,0,3,2,0,2,2,3,1,0,0,1,0,0
Function,ftell(FILE *),ftell.c,2,0,0,3,2,0,2,2,3,1,1,0,1,0,0
Function,ftello(FILE *),ftello.c,4,39,19,2,1,0,1,1,1,1,0,0,0,0,0
Function,"ftoastr(char *,size_t,int,int,float)",ftoastr.c,5,0,0,3,3,0,6,6,9,3,2,2,2,2,0
Function,"ftoastr(char *,size_t,int,int,float)",ftoastr.copy.c,5,0,0,3,3,0,6,6,9,3,2,2,2,2,0
Function,"ftoastr(char *,size_t,int,int,float)",ftoastr.copy2.c,5,0,0,3,3,0,6,6,9,3,2,2,2,2,0
Static Function,"AD_compare(const void *,const void *)",fts-cycle.c,4,0,0,1,1,0,1,1,2,1,0,0,0,0,0
Static Function,"AD_hash(const void *,size_t)",fts-cycle.c,3,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Static Function,"enter_dir(int *,int *)",fts-cycle.c,2,0,0,5,6,1,6,6,6,5,6,6,3,6,0
Static Function,free_dir(int *),fts-cycle.c,0,0,0,0,2,0,2,2,2,1,1,0,1,0,0
