Name,File,CountInput,CountOutput,CountPathLog,CyclomaticStrict,MaxNesting,PREDICTION
"_af_ms_adpcm_init_decompress(int *,_Track *,AFvirtualfile *,_Bool,_Bool,AFframecount *)",modules_msadpcm-pre.c,10,18,1,6,1,True
"_af_next_complete_setup(int *,AFfilesetup)",next-pre.c,18,7,2,21,2,True
"_af_next_read_init(int *,AFfilesetup,AFfilehandle)",next-pre.c,6,28,1,13,1,False
"_af_next_recognize(int *,AFvirtualfile *)",next-pre.c,2,4,0,3,1,False
"_af_next_update(int *,AFfilehandle)",nextwrite-pre.c,2,2,0,1,0,False
"_af_next_write_init(int *,AFfilesetup,AFfilehandle)",nextwrite-pre.c,4,9,0,3,1,False
"_af_nist_complete_setup(int *,AFfilesetup)",nist-pre.c,23,3,1,25,2,False
"_af_nist_read_init(int *,AFfilesetup,AFfilehandle)",nist-pre.c,10,31,3,27,3,True
"_af_nist_recognize(int *,AFvirtualfile *)",nist-pre.c,2,4,0,3,1,False
"_af_nist_update(int *,AFfilehandle)",nistwrite-pre.c,3,3,0,1,0,False
"_af_nist_write_init(int *,AFfilesetup,AFfilehandle)",nistwrite-pre.c,7,10,0,3,1,True
"_af_pcm_format_ok(int *,_AudioFormat *)",modules_pcm-pre.c,6,3,0,5,0,True
"_af_print_audioformat(int *,_AudioFormat *)",debug-pre.c,16,2,2,9,1,False
"_af_print_channel_matrix(int *,double *,int,int)",debug-pre.c,4,1,1,6,3,False
"_af_print_chunk(int *,_AFchunk *)",debug-pre.c,17,13,2,28,4,True
"_af_print_filehandle(int *,AFfilehandle)",debug-pre.c,11,3,1,3,1,True
"_af_print_frame(int *,AFframecount,double *,int,char *,int,double,double,double,double)",debug-pre.c,10,2,1,6,3,False
"_af_print_pvlist(int *,AUpvlist)",debug-pre.c,11,2,1,7,2,False
"_af_print_tracks(int *,AFfilehandle)",debug-pre.c,20,3,0,2,1,True
"_af_printid(int *,uint32_t)",debug-pre.c,1,1,0,1,0,False
"_af_pv_double(int *,double)",util-pre.c,2,5,0,1,0,False
"_af_pv_getdouble(int *,AUpvlist,int,double *)",util-pre.c,4,5,1,4,2,False
"_af_pv_getlong(int *,AUpvlist,int,long *)",util-pre.c,6,5,1,4,2,True
"_af_pv_getptr(int *,AUpvlist,int,void **)",util-pre.c,5,5,1,4,2,False
"_af_pv_long(int *,long)",util-pre.c,8,5,0,1,0,False
"_af_pv_pointer(int *,void *)",util-pre.c,5,5,0,1,0,False
"_af_raw_complete_setup(int *,AFfilesetup)",raw-pre.c,13,9,1,11,1,False
"_af_raw_read_init(int *,AFfilesetup,AFfilehandle)",raw-pre.c,12,8,1,7,3,False
"_af_raw_recognize(int *,AFvirtualfile *)",raw-pre.c,0,1,0,1,0,False
"_af_raw_update(int *,AFfilehandle)",raw-pre.c,0,1,0,1,0,False
"_af_raw_write_init(int *,AFfilesetup,AFfilehandle)",raw-pre.c,7,4,0,3,1,True
"_af_realloc(int *,void *,size_t)",util-pre.c,6,3,0,3,1,True
"_af_set_sample_format(int *,_AudioFormat *,int,int)",util-pre.c,22,7,1,8,3,False
"_af_setup_free_instruments(int *,AFfilesetup)",setup-pre.c,6,4,0,3,2,True
"_af_setup_free_loops(int *,AFfilesetup,int)",setup-pre.c,6,4,0,2,1,True
"_af_setup_free_markers(int *,AFfilesetup,int)",setup-pre.c,8,4,0,3,2,True
"_af_setup_free_tracks(int *,AFfilesetup)",setup-pre.c,5,4,0,3,2,False
"_af_setup_instrument_index_from_id(int *,AFfilesetup,int)",instrument-pre.c,7,2,0,3,2,False
"_af_strdup(int *,char *)",util-pre.c,7,4,0,2,1,True
_af_track_new(int *),track-pre.c,9,31,0,1,0,False
"_af_tracksetup_new(int *,int)",setup-pre.c,11,9,1,9,4,False
"_af_ulaw2linear(int *,unsigned char)",g711-pre.c,2,1,0,2,0,False
"_af_unique_ids(int *,int *,int,char *,int)",util-pre.c,7,2,1,4,3,False
"_af_wave_complete_setup(int *,AFfilesetup)",wave-pre.c,26,12,3,50,4,True
"_af_wave_instparam_valid(int *,AFfilehandle,AUpvlist,int)",wave-pre.c,3,4,1,15,1,False
"_af_wave_read_init(int *,AFfilesetup,AFfilehandle)",wave-pre.c,7,26,3,37,3,True
"_af_wave_recognize(int *,AFvirtualfile *)",wave-pre.c,2,4,0,5,1,False
"_af_wave_update(int *,AFfilehandle)",wavewrite-pre.c,8,9,0,2,1,True
"_af_wave_write_init(int *,AFfilesetup,AFfilehandle)",wavewrite-pre.c,4,11,0,2,1,False
"_AFfreemodspec(int *,_AFmoduleinst *)",modules-pre.c,2,3,0,2,1,False
"_AFfreemodules(int *,_Track *)",modules-pre.c,3,2,0,1,0,False
"_AFg711initcompress(int *,_Track *,AFvirtualfile *,_Bool,_Bool,AFframecount *)",modules_g711-pre.c,7,8,0,1,0,False
"_AFg711initdecompress(int *,_Track *,AFvirtualfile *,_Bool,_Bool,AFframecount *)",modules_g711-pre.c,7,11,0,1,0,True
"_AFinitmodules(int *,AFfilehandle,_Track *)",modules-pre.c,7,26,1,10,1,False
"_AFnewmodinst(int *,const _AFmodule *)",modules-pre.c,14,10,0,1,0,False
"_afOpenFile(int *,int,AFvirtualfile *,const char *,AFfilehandle *,AFfilesetup)",openclose-pre.c,25,26,3,26,2,True
"_AFpcminitcompress(int *,_Track *,AFvirtualfile *,_Bool,_Bool,AFframecount *)",modules_pcm-pre.c,8,10,0,1,0,False
"_AFpcminitdecompress(int *,_Track *,AFvirtualfile *,_Bool,_Bool,AFframecount *)",modules_pcm-pre.c,7,12,1,9,1,False
"_AFpull(int *,_AFmoduleinst *,AFframecount)",modules-pre.c,12,5,0,1,0,False
"_AFpush(int *,_AFmoduleinst *,AFframecount)",modules-pre.c,12,4,0,1,0,False
"_AFpushat(int *,_AFmoduleinst *,AFframecount,_Bool,AFframecount)",modules-pre.c,12,6,0,1,0,False
"_afQueryCompression(int *,int,int,int,int)",query-pre.c,12,6,1,13,3,False
"_afQueryFileFormat(int *,int,int,int,int)",query-pre.c,14,6,2,37,3,True
"_afQueryInstrument(int *,int,int,int,int)",query-pre.c,6,2,1,7,2,False
"_afQueryInstrumentParameter(int *,int,int,int,int)",query-pre.c,12,9,1,25,2,False
"_afQueryLoop(int *,int,int,int,int)",query-pre.c,6,2,1,5,1,False
"_afQueryMarker(int *,int,int,int,int)",query-pre.c,6,3,0,3,1,True
"_afQueryMiscellaneous(int *,int,int,int,int)",query-pre.c,1,2,0,1,0,False
"_AFsetupmodules(int *,AFfilehandle,_Track *)",modules-pre.c,32,33,4,34,3,True
"_AFsimplemodrun_pull(int *,_AFmoduleinst *)",modules-pre.c,7,2,0,1,0,False
"_AFsimplemodrun_push(int *,_AFmoduleinst *)",modules-pre.c,7,5,0,1,0,False
"_AFsyncmodules(int *,AFfilehandle,_Track *)",modules-pre.c,11,6,1,8,2,False
"addfilereadmods(int *,current_state *,_Track *,AFfilehandle)",modules-pre.c,8,3,0,4,1,True
"addfilewritemods(int *,current_state *,_Track *,AFfilehandle)",modules-pre.c,8,3,0,4,1,True
"addmod(int *,current_state *,_AFmoduleinst)",modules-pre.c,11,8,0,2,1,True
"af_basename(int *,char *)",avrwrite-pre.c,2,2,0,2,1,False
"af_fclose(int *,AFvirtualfile *)",af_vfs-pre.c,9,2,0,1,0,False
"af_file_destroy(int *,AFvirtualfile *)",af_vfs-pre.c,2,3,0,1,0,False
"af_file_length(int *,AFvirtualfile *)",af_vfs-pre.c,2,3,0,1,0,False
"af_file_read(int *,AFvirtualfile *,void *,size_t)",af_vfs-pre.c,4,2,0,1,0,False
"af_file_seek(int *,AFvirtualfile *,long,int)",af_vfs-pre.c,4,3,0,2,0,False
"af_file_tell(int *,AFvirtualfile *)",af_vfs-pre.c,2,2,0,1,0,False
"af_file_write(int *,AFvirtualfile *,const void *,size_t)",af_vfs-pre.c,4,2,0,1,0,False
"af_flength(int *,AFvirtualfile *)",af_vfs-pre.c,10,2,0,2,1,False
"af_fread(int *,void *,size_t,size_t,AFvirtualfile *)",af_vfs-pre.c,39,2,0,4,1,False
"af_fseek(int *,AFvirtualfile *,long,int)",af_vfs-pre.c,49,2,0,3,1,False
"af_ftell(int *,AFvirtualfile *)",af_vfs-pre.c,34,2,0,2,1,False
"af_fwrite(int *,const void *,size_t,size_t,AFvirtualfile *)",af_vfs-pre.c,36,2,0,4,1,False
"af_read_pstring(int *,char [256],AFvirtualfile *)",util-pre.c,4,3,0,1,0,False
"af_read_uint16_be(int *,uint16_t *,AFvirtualfile *)",util-pre.c,7,4,0,2,1,True
"af_read_uint16_le(int *,uint16_t *,AFvirtualfile *)",util-pre.c,3,4,0,2,1,False
"af_read_uint32_be(int *,uint32_t *,AFvirtualfile *)",util-pre.c,11,4,0,2,1,True
"af_read_uint32_le(int *,uint32_t *,AFvirtualfile *)",util-pre.c,9,4,0,3,1,True
"af_read_uint8(int *,uint8_t *,AFvirtualfile *)",util-pre.c,7,2,0,2,1,False
"af_virtual_file_destroy(int *,AFvirtualfile *)",af_vfs-pre.c,3,2,0,1,0,False
"af_virtual_file_new_for_file(int *,FILE *)",af_vfs-pre.c,7,9,0,2,1,True
af_virtual_file_new(int *),af_vfs-pre.c,1,2,0,1,0,False
"af_write_pstring(int *,const char *,AFvirtualfile *)",util-pre.c,5,4,0,3,1,False
"af_write_uint16_be(int *,const uint16_t *,AFvirtualfile *)",util-pre.c,8,3,0,2,1,True
"af_write_uint16_le(int *,const uint16_t *,AFvirtualfile *)",util-pre.c,4,2,0,2,1,False
"af_write_uint32_be(int *,const uint32_t *,AFvirtualfile *)",util-pre.c,20,3,0,2,1,True
"af_write_uint32_le(int *,const uint32_t *,AFvirtualfile *)",util-pre.c,9,2,0,2,1,False
"af_write_uint8(int *,const uint8_t *,AFvirtualfile *)",util-pre.c,11,2,0,2,1,False
"afCloseFile(int *,AFfilehandle)",openclose-pre.c,5,6,0,3,1,False
"afFreeFileSetup(int *,AFfilesetup)",setup-pre.c,6,7,0,3,1,True
"afGetAESChannelData(int *,AFfilehandle,int,unsigned char [24])",aes-pre.c,6,4,1,5,2,True
"afGetByteOrder(int *,AFfilehandle,int)",format-pre.c,6,3,0,3,1,True
"afGetChannels(int *,AFfilehandle,int)",format-pre.c,7,2,0,2,1,False
"afGetCompression(int *,AFfilehandle,int)",compression-pre.c,6,3,0,3,1,True
"afGetDataOffset(int *,AFfilehandle,int)",format-pre.c,5,3,0,3,1,True
"afGetFileFormat(int *,AFfilehandle,int *)",format-pre.c,8,4,1,4,2,True
"afGetFrameCount(int *,AFfilehandle,int)",format-pre.c,8,4,1,5,2,True
"afGetFrameSize(int *,AFfilehandle,int,int)",format-pre.c,5,4,0,3,1,False
"afGetInstIDs(int *,AFfilehandle,int *)",instrument-pre.c,6,3,1,4,2,True
"afGetInstParamLong(int *,AFfilehandle,int,int)",instrument-pre.c,5,7,0,1,0,False
"afGetInstParams(int *,AFfilehandle,int,AUpvlist,int)",instrument-pre.c,5,1,0,1,0,False
"afGetLoopCount(int *,AFfilehandle,int,int)",loop-pre.c,5,2,0,2,1,False
"afGetLoopEnd(int *,AFfilehandle,int,int)",loop-pre.c,6,2,0,2,1,False
"afGetLoopEndFrame(int *,AFfilehandle,int,int)",loop-pre.c,6,3,0,2,1,True
"afGetLoopIDs(int *,AFfilehandle,int,int *)",loop-pre.c,8,4,1,5,2,True
"afGetLoopMode(int *,AFfilehandle,int,int)",loop-pre.c,6,2,0,2,1,False
"afGetLoopStart(int *,AFfilehandle,int,int)",loop-pre.c,6,2,0,2,1,False
"afGetLoopStartFrame(int *,AFfilehandle,int,int)",loop-pre.c,6,3,0,2,1,True
"afGetLoopTrack(int *,AFfilehandle,int,int)",loop-pre.c,5,2,0,2,1,False
"afGetMarkComment(int *,AFfilehandle,int,int)",marker-pre.c,5,5,1,6,1,True
"afGetMarkIDs(int *,AFfilehandle,int,int [])",marker-pre.c,9,4,1,6,2,True
"afGetMarkName(int *,AFfilehandle,int,int)",marker-pre.c,7,5,1,6,1,True
"afGetMarkPosition(int *,AFfilehandle,int,int)",marker-pre.c,9,5,1,6,1,True
"afGetMiscIDs(int *,AFfilehandle,int *)",misc-pre.c,7,3,1,4,2,True
"afGetMiscSize(int *,AFfilehandle,int)",misc-pre.c,5,4,0,3,1,False
"afGetMiscType(int *,AFfilehandle,int)",misc-pre.c,5,4,0,3,1,False
"afGetPCMMapping(int *,AFfilehandle,int,double *,double *,double *,double *)",pcm-pre.c,13,6,1,7,1,False
"afGetRate(int *,AFfilehandle,int)",format-pre.c,7,2,0,2,1,False
"afGetSampleFormat(int *,AFfilehandle,int,int *,int *)",format-pre.c,9,3,1,4,1,True
"afGetTrackBytes(int *,AFfilehandle,int)",format-pre.c,5,3,0,2,1,True
"afGetTrackIDs(int *,AFfilehandle,int *)",track-pre.c,2,3,0,3,1,False
"afGetVirtualByteOrder(int *,AFfilehandle,int)",format-pre.c,5,3,0,3,1,True
"afGetVirtualChannels(int *,AFfilehandle,int)",format-pre.c,5,2,0,2,1,False
"afGetVirtualFrameSize(int *,AFfilehandle,int,int)",format-pre.c,6,4,0,3,1,True
"afGetVirtualPCMMapping(int *,AFfilehandle,int,double *,double *,double *,double *)",pcm-pre.c,13,6,1,7,1,False
"afGetVirtualRate(int *,AFfilehandle,int)",format-pre.c,5,2,0,2,1,False
"afGetVirtualSampleFormat(int *,AFfilehandle,int,int *,int *)",format-pre.c,7,3,1,4,1,True
"afIdentifyFD(int *,int)",openclose-pre.c,2,7,0,3,1,False
"afIdentifyNamedFD(int *,int,const char *,int *)",openclose-pre.c,4,7,0,3,1,False
"afInitAESChannelData(int *,AFfilesetup,int)",aes-pre.c,3,3,0,3,1,False
"afInitAESChannelDataTo(int *,AFfilesetup,int,int)",aes-pre.c,4,3,0,3,1,False
"afInitByteOrder(int *,AFfilesetup,int,int)",setup-pre.c,4,6,1,5,1,False
"afInitChannels(int *,AFfilesetup,int,int)",setup-pre.c,5,6,1,4,1,False
"afInitCompression(int *,AFfilesetup,int,int)",compression-pre.c,4,5,1,4,1,False
"afInitDataOffset(int *,AFfilesetup,int,AFfileoffset)",setup-pre.c,4,5,1,4,1,False
"afInitFileFormat(int *,AFfilesetup,int)",setup-pre.c,7,3,1,5,1,True
"afInitFrameCount(int *,AFfilesetup,int,AFfileoffset)",setup-pre.c,4,5,1,4,1,False
"afInitInstIDs(int *,AFfilesetup,int *,int)",instrument-pre.c,5,8,1,4,1,False
"afInitLoopIDs(int *,AFfilesetup,int,int *,int)",loop-pre.c,5,10,1,7,2,False
"afInitMarkComment(int *,AFfilesetup,int,int,const char *)",marker-pre.c,9,9,1,10,2,False
"afInitMarkIDs(int *,AFfilesetup,int,int [],int)",marker-pre.c,9,11,1,8,3,True
"afInitMarkName(int *,AFfilesetup,int,int,const char *)",marker-pre.c,9,9,1,11,2,False
"afInitMiscIDs(int *,AFfilesetup,int *,int)",misc-pre.c,5,9,1,6,2,True
"afInitMiscSize(int *,AFfilesetup,int,int)",misc-pre.c,4,4,0,3,1,False
"afInitMiscType(int *,AFfilesetup,int,int)",misc-pre.c,4,4,0,3,1,False
"afInitPCMMapping(int *,AFfilesetup,int,double,double,double,double)",pcm-pre.c,7,8,0,3,1,True
"afInitRate(int *,AFfilesetup,int,double)",setup-pre.c,5,6,1,4,1,False
"afInitSampleFormat(int *,AFfilesetup,int,int,int)",setup-pre.c,7,5,0,3,1,True
"afInitTrackIDs(int *,AFfilesetup,int *,int)",track-pre.c,3,1,0,5,0,False
afNewFileSetup(int *),setup-pre.c,6,11,1,4,2,True
"afOpenFD(int *,int,const char *,AFfilesetup)",openclose-pre.c,4,6,1,6,1,False
"afOpenFile(int *,const char *,const char *,AFfilesetup)",openclose-pre.c,7,7,1,8,1,False
"afOpenNamedFD(int *,int,const char *,AFfilesetup,const char *)",openclose-pre.c,5,6,1,6,1,True
"afOpenVirtualFile(int *,AFvirtualfile *,const char *,AFfilesetup)",openclose-pre.c,4,4,1,6,1,False
"afQuery(int *,int,int,int,int,int)",query-pre.c,9,8,1,9,1,False
"afQueryDouble(int *,int,int,int,int,int)",query-pre.c,6,5,0,3,1,True
"afQueryLong(int *,int,int,int,int,int)",query-pre.c,6,5,0,3,1,True
"afQueryPointer(int *,int,int,int,int,int)",query-pre.c,7,5,0,3,1,True
"afReadFrames(int *,AFfilehandle,int,void *,int)",data-pre.c,22,17,2,21,4,True
"afReadMisc(int *,AFfilehandle,int,void *,int)",misc-pre.c,9,7,1,6,1,True
"afSeekFrame(int *,AFfilehandle,int,AFframecount)",format-pre.c,9,6,1,11,2,False
"afSeekMisc(int *,AFfilehandle,int,int)",misc-pre.c,5,5,1,4,1,False
"afSetAESChannelData(int *,AFfilehandle,int,unsigned char [24])",aes-pre.c,6,4,1,4,1,True
"afSetChannelMatrix(int *,AFfilehandle,int,double *)",format-pre.c,8,5,1,6,2,True
"afSetErrorHandler(int *,AFerrfunc)",error-pre.c,2,2,0,1,0,False
"afSetInstParamLong(int *,AFfilehandle,int,int,long)",instrument-pre.c,5,6,0,1,0,False
"afSetInstParams(int *,AFfilehandle,int,AUpvlist,int)",instrument-pre.c,5,1,0,1,0,False
"afSetLoopCount(int *,AFfilehandle,int,int,int)",loop-pre.c,5,4,0,3,1,False
"afSetLoopEnd(int *,AFfilehandle,int,int,int)",loop-pre.c,5,2,0,2,1,False
"afSetLoopEndFrame(int *,AFfilehandle,int,int,AFframecount)",loop-pre.c,7,4,0,3,1,True
"afSetLoopMode(int *,AFfilehandle,int,int,int)",loop-pre.c,5,3,0,5,1,True
"afSetLoopStart(int *,AFfilehandle,int,int,int)",loop-pre.c,5,2,0,2,1,False
"afSetLoopStartFrame(int *,AFfilehandle,int,int,AFframecount)",loop-pre.c,7,4,0,3,1,True
"afSetLoopTrack(int *,AFfilehandle,int,int,int)",loop-pre.c,5,2,0,2,1,False
"afSetMarkPosition(int *,AFfilehandle,int,int,AFframecount)",marker-pre.c,7,7,1,8,1,False
"afSetTrackPCMMapping(int *,AFfilehandle,int,double,double,double,double)",pcm-pre.c,7,11,0,3,1,True
"afSetVirtualByteOrder(int *,AFfilehandle,int,int)",format-pre.c,4,8,1,5,1,False
"afSetVirtualChannels(int *,AFfilehandle,int,int)",format-pre.c,6,9,1,4,1,True
"afSetVirtualPCMMapping(int *,AFfilehandle,int,double,double,double,double)",pcm-pre.c,7,11,0,3,1,True
"afSetVirtualRate(int *,AFfilehandle,int,double)",format-pre.c,4,8,1,4,1,False
"afSetVirtualSampleFormat(int *,AFfilehandle,int,int,int)",format-pre.c,7,6,1,4,1,True
"afSyncFile(int *,AFfilehandle)",openclose-pre.c,12,6,1,10,4,False
"afTellFrame(int *,AFfilehandle,int)",format-pre.c,3,2,0,1,0,False
"afWriteFrames(int *,AFfilehandle,int,const void *,int)",data-pre.c,17,15,1,11,2,False
"afWriteMisc(int *,AFfilehandle,int,void *,int)",misc-pre.c,8,10,1,9,2,False
aiffinfo_new(int *),aiffwrite-pre.c,2,9,0,1,0,False
"alaw2linear_buf(int *,unsigned char *,short *,int)",modules_g711-pre.c,4,2,0,2,1,False
"alaw2ulaw(int *,unsigned char)",g711-pre.c,2,1,0,2,0,False
"arrangemodules(int *,_AFfilehandle *,_Track *)",modules-pre.c,40,26,9,73,3,True
"AUpvfree(int *,AUpvlist)",aupv-pre.c,10,3,1,7,1,False
"AUpvgetmaxitems(int *,AUpvlist)",aupv-pre.c,8,2,0,4,1,False
"AUpvgetparam(int *,AUpvlist,int,int *)",aupv-pre.c,14,3,1,10,1,False
"AUpvgetval(int *,AUpvlist,int,void *)",aupv-pre.c,21,3,1,13,1,False
"AUpvgetvaltype(int *,AUpvlist,int,int *)",aupv-pre.c,15,3,1,10,1,False
"AUpvnew(int *,int)",aupv-pre.c,10,12,1,7,1,True
"AUpvsetparam(int *,AUpvlist,int,int)",aupv-pre.c,14,4,1,10,1,False
"AUpvsetval(int *,AUpvlist,int,void *)",aupv-pre.c,15,7,1,14,1,True
"AUpvsetvaltype(int *,AUpvlist,int,int)",aupv-pre.c,15,4,1,10,1,False
"channelchange1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,1,6,3,False
"channelchange2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,1,6,3,False
"channelchange3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,1,6,3,False
"channelchange4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,1,6,3,False
"channelchangedescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,7,0,1,0,False
"channelchangedoublerun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,8,0,1,4,3,False
"channelchangefloatrun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,8,0,1,4,3,False
"channelchangefree(int *,struct _AFmoduleinst *)",modules-pre.c,3,4,0,3,0,False
"char3_to_real_char3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,0,0,1,0,False
"char3_to_real_char3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,8,2,0,2,1,False
"clamp(int *,int,int,int)",modules_adpcm-pre.c,4,1,0,3,1,False
"clip1describe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
