Name,File,CountInput,CountOutput,CountPathLog,CyclomaticStrict,MaxNesting,PREDICTION
"decompress_onepass(j_decompress_ptr,JSAMPIMAGE)",jdcoefct-pre.c,28,10,2,13,6,True
"decompress_smooth_data(j_decompress_ptr,JSAMPIMAGE)",jdcoefct-pre.c,26,5,6,55,6,True
default_decompress_parms(j_decompress_ptr),jdapimin-pre.c,12,23,1,24,3,False
"do_barray_io(j_common_ptr,jvirt_barray_ptr,boolean)",jmemmgr-pre.c,12,2,1,7,2,False
"do_sarray_io(j_common_ptr,jvirt_sarray_ptr,boolean)",jmemmgr-pre.c,12,2,1,7,2,False
dummy_consume_data(j_decompress_ptr),jdcoefct-pre.c,0,1,0,1,0,False
dump_buffer_e(huff_entropy_ptr),jchuff-pre.c,8,7,0,2,1,True
dump_buffer_s(working_state *),jchuff-pre.c,7,5,0,2,1,True
"emit_2bytes(j_compress_ptr,int)",jcmarker-pre.c,13,1,0,1,0,False
"emit_ac_symbol(huff_entropy_ptr,int,int)",jchuff-pre.c,10,2,0,2,1,False
emit_adobe_app14(j_compress_ptr),jcmarker-pre.c,3,3,0,3,1,False
"emit_bits_e(huff_entropy_ptr,unsigned int,int)",jchuff-pre.c,19,10,1,7,3,True
"emit_bits_s(working_state *,unsigned int,int)",jchuff-pre.c,11,12,1,8,4,False
"emit_buffered_bits(huff_entropy_ptr,char *,unsigned int)",jchuff-pre.c,6,1,0,3,1,False
"emit_byte(int,j_compress_ptr)",jcarith-pre.c,8,6,0,3,2,True
"emit_byte(j_compress_ptr,int)",jcmarker-pre.c,17,6,0,3,2,True
emit_dac(j_compress_ptr),jcmarker-pre.c,12,3,2,11,3,False
"emit_dc_symbol(huff_entropy_ptr,int,int)",jchuff-pre.c,8,2,0,2,1,False
"emit_dht(j_compress_ptr,int,boolean)",jcmarker-pre.c,11,9,2,7,2,False
"emit_dqt(j_compress_ptr,int)",jcmarker-pre.c,10,10,1,8,3,True
emit_dri(j_compress_ptr),jcmarker-pre.c,3,2,0,1,0,False
emit_eobrun(huff_entropy_ptr),jchuff-pre.c,12,9,1,5,2,True
emit_jfif_app0(j_compress_ptr),jcmarker-pre.c,7,3,0,1,0,False
emit_lse_ict(j_compress_ptr),jcmarker-pre.c,7,6,0,3,1,True
"emit_marker(j_compress_ptr,JPEG_MARKER)",jcmarker-pre.c,16,1,0,1,0,False
"emit_message(j_common_ptr,int)",jerror-pre.c,5,2,1,5,2,False
emit_pseudo_sos(j_compress_ptr),jcmarker-pre.c,3,3,0,1,0,False
"emit_restart_e(huff_entropy_ptr,int)",jchuff-pre.c,11,9,1,6,2,True
"emit_restart_s(working_state *,int)",jchuff-pre.c,6,7,1,7,2,True
"emit_restart(j_compress_ptr,int)",jcarith-pre.c,17,11,1,5,2,True
"emit_sof(j_compress_ptr,JPEG_MARKER)",jcmarker-pre.c,13,8,1,4,1,True
emit_sos(j_compress_ptr),jcmarker-pre.c,11,3,0,5,1,True
empty_mem_output_buffer(j_compress_ptr),jdatadst-pre.c,6,15,1,3,1,False
empty_output_buffer(j_compress_ptr),jdatadst-pre.c,5,8,0,2,1,False
"encode_mcu_AC_first(j_compress_ptr,JBLOCKROW *)",jcarith-pre.c,15,5,3,19,4,False
"encode_mcu_AC_first(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,18,16,4,15,2,True
"encode_mcu_AC_refine(j_compress_ptr,JBLOCKROW *)",jcarith-pre.c,15,5,3,20,5,False
"encode_mcu_AC_refine(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,19,15,3,18,2,True
"encode_mcu_DC_first(j_compress_ptr,JBLOCKROW *)",jcarith-pre.c,16,7,2,12,4,False
"encode_mcu_DC_first(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,19,16,2,10,2,True
"encode_mcu_DC_refine(j_compress_ptr,JBLOCKROW *)",jcarith-pre.c,9,5,1,4,2,True
"encode_mcu_DC_refine(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,13,10,1,6,2,True
"encode_mcu_gather(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,15,5,1,5,3,True
"encode_mcu_huff(j_compress_ptr,JBLOCKROW *)",jchuff-pre.c,21,14,1,8,3,True
"encode_mcu(j_compress_ptr,JBLOCKROW *)",jcarith-pre.c,21,7,4,25,5,False
"encode_one_block(working_state *,JCOEFPTR,int,c_derived_tbl *,c_derived_tbl *)",jchuff-pre.c,12,7,3,18,4,False
error_exit(j_common_ptr),jerror-pre.c,2,4,0,1,0,False
"examine_app0(j_decompress_ptr,JOCTET *,unsigned int,INT32)",jdmarker-pre.c,14,11,1,21,2,True
"examine_app14(j_decompress_ptr,JOCTET *,unsigned int,INT32)",jdmarker-pre.c,9,7,0,8,2,True
"expand_bottom_edge(JSAMPARRAY,JDIMENSION,int,int)",jcprepct-pre.c,6,1,0,2,1,False
"expand_right_edge(JSAMPARRAY,int,JDIMENSION,JDIMENSION)",jcsample-pre.c,10,0,1,4,3,False
"fill_a_scan(jpeg_scan_info *,int,int,int,int,int)",jcparam-pre.c,7,8,0,1,0,False
"fill_dc_scans(jpeg_scan_info *,int,int,int)",jcparam-pre.c,5,9,0,3,2,False
fill_input_buffer(j_decompress_ptr),jdatasrc-pre.c,6,11,0,3,2,True
"fill_inverse_cmap(j_decompress_ptr,int,int,int)",jquant2-pre.c,8,2,1,4,3,False
fill_mem_input_buffer(j_decompress_ptr),jdatasrc-pre.c,2,7,0,1,0,False
"fill_scans(jpeg_scan_info *,int,int,int,int,int)",jcparam-pre.c,8,8,0,2,1,True
"find_best_colors(j_decompress_ptr,int,int,int,int,JSAMPLE [],JSAMPLE [])",jquant2-pre.c,9,0,1,7,5,False
"find_biggest_color_pop(boxptr,int)",jquant2-pre.c,5,1,0,4,2,False
"find_biggest_volume(boxptr,int)",jquant2-pre.c,4,1,0,3,2,False
"find_nearby_colors(j_decompress_ptr,int,int,int,JSAMPLE [])",jquant2-pre.c,7,1,3,14,3,False
finish_input_pass(j_decompress_ptr),jdinput-pre.c,2,3,0,1,0,False
finish_output_pass(j_decompress_ptr),jdmaster-pre.c,4,2,0,2,1,False
finish_pass_1_quant(j_decompress_ptr),jquant1-pre.c,0,0,0,1,0,False
finish_pass_gather(j_compress_ptr),jchuff-pre.c,14,4,2,10,4,False
finish_pass_huff(j_compress_ptr),jchuff-pre.c,13,16,0,3,2,True
finish_pass_huff(j_decompress_ptr),jdhuff-pre.c,5,4,0,1,0,False
finish_pass_master(j_compress_ptr),jcmaster-pre.c,5,4,1,6,2,False
finish_pass(j_compress_ptr),jcarith-pre.c,9,4,3,21,4,False
finish_pass(j_decompress_ptr),jdarith-pre.c,0,0,0,1,0,False
finish_pass1(j_decompress_ptr),jquant2-pre.c,4,3,0,1,0,False
finish_pass2(j_decompress_ptr),jquant2-pre.c,0,0,0,1,0,False
first_marker(j_decompress_ptr),jdmarker-pre.c,6,10,1,9,3,True
flush_bits_e(huff_entropy_ptr),jchuff-pre.c,3,4,0,1,0,False
flush_bits_s(working_state *),jchuff-pre.c,3,6,0,2,1,False
"format_message(j_common_ptr,char *)",jerror-pre.c,12,3,2,11,3,False
"forward_DCT_float(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JBLOCKROW,JDIMENSION,JDIMENSION,JDIMENSION)",jcdctmgr-pre.c,12,0,0,3,2,False
"forward_DCT(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JBLOCKROW,JDIMENSION,JDIMENSION,JDIMENSION)",jcdctmgr-pre.c,12,0,1,6,4,False
"free_pool(j_common_ptr,int)",jmemmgr-pre.c,23,15,2,10,3,True
"fullsize_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,8,2,0,1,0,False
"fullsize_smooth_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,9,1,0,3,2,False
"fullsize_upsample(j_decompress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY *)",jdsample-pre.c,1,1,0,1,0,False
get_byte(j_decompress_ptr),jdarith-pre.c,6,7,0,3,2,True
get_dac(j_decompress_ptr),jdmarker-pre.c,8,13,2,18,4,False
get_dht(j_decompress_ptr),jdmarker-pre.c,12,15,6,40,5,True
get_dqt(j_decompress_ptr),jdmarker-pre.c,18,14,5,39,6,True
get_dri(j_decompress_ptr),jdmarker-pre.c,6,11,2,12,3,True
get_interesting_appn(j_decompress_ptr),jdmarker-pre.c,6,14,4,23,4,False
get_lse(j_decompress_ptr),jdmarker-pre.c,14,11,13,83,3,True
"get_sof(j_decompress_ptr,boolean,boolean,boolean)",jdmarker-pre.c,23,26,7,49,5,True
get_soi(j_decompress_ptr),jdmarker-pre.c,5,22,1,3,1,False
get_sos(j_decompress_ptr),jdmarker-pre.c,22,24,5,42,5,True
"gray_rgb_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,6,0,0,3,2,False
"grayscale_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,7,0,0,3,2,False
"grayscale_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,6,1,0,1,0,False
"h2v1_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,8,1,0,3,2,False
"h2v1_merged_upsample(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY)",jdmerge-pre.c,11,0,1,3,1,False
"h2v1_upsample(j_decompress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY *)",jdsample-pre.c,5,0,0,3,2,False
"h2v2_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,8,1,0,3,2,False
"h2v2_merged_upsample(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY)",jdmerge-pre.c,11,0,1,3,1,False
"h2v2_smooth_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,9,1,0,3,2,False
"h2v2_upsample(j_decompress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY *)",jdsample-pre.c,5,1,0,3,2,False
"htest_one_block(j_compress_ptr,JCOEFPTR,int,long [],long [])",jchuff-pre.c,7,3,2,11,3,False
init_destination(j_compress_ptr),jdatadst-pre.c,4,5,0,1,0,False
init_error_limit(j_decompress_ptr),jquant2-pre.c,5,2,1,5,1,False
init_mem_destination(j_compress_ptr),jdatadst-pre.c,0,0,0,1,0,False
init_mem_source(j_decompress_ptr),jdatasrc-pre.c,0,0,0,1,0,False
init_source(j_decompress_ptr),jdatasrc-pre.c,2,1,0,1,0,False
initial_setup(j_compress_ptr),jcmaster-pre.c,25,19,4,34,2,True
initial_setup(j_decompress_ptr),jdinput-pre.c,27,24,3,35,2,True
"int_downsample(j_compress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY)",jcsample-pre.c,12,1,1,5,4,False
"int_upsample(j_decompress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY *)",jdsample-pre.c,10,1,1,5,3,False
"jcopy_block_row(JBLOCKROW,JBLOCKROW,JDIMENSION)",jutils-pre.c,4,1,0,1,0,False
"jcopy_sample_rows(JSAMPARRAY,int,JSAMPARRAY,int,int,JDIMENSION)",jutils-pre.c,13,1,0,2,1,False
"jdiv_round_up(long,long)",jutils-pre.c,9,1,0,1,0,False
jinit_1pass_quantizer(j_decompress_ptr),jquant1-pre.c,7,16,1,4,1,True
jinit_2pass_quantizer(j_decompress_ptr),jquant2-pre.c,9,20,2,8,2,True
jinit_arith_decoder(j_decompress_ptr),jdarith-pre.c,8,9,1,5,3,True
jinit_arith_encoder(j_compress_ptr),jcarith-pre.c,5,8,0,2,1,False
"jinit_c_coef_controller(j_compress_ptr,boolean)",jccoefct-pre.c,10,9,1,4,2,True
"jinit_c_main_controller(j_compress_ptr,boolean)",jcmainct-pre.c,13,9,1,4,2,True
"jinit_c_master_control(j_compress_ptr,boolean)",jcmaster-pre.c,12,18,2,11,2,True
"jinit_c_prep_controller(j_compress_ptr,boolean)",jcprepct-pre.c,14,11,1,4,2,True
jinit_color_converter(j_compress_ptr),jccolor-pre.c,10,10,3,46,3,True
jinit_color_deconverter(j_decompress_ptr),jdcolor-pre.c,11,15,3,39,3,True
jinit_compress_master(j_compress_ptr),jcinit-pre.c,13,18,2,9,1,True
"jinit_d_coef_controller(j_decompress_ptr,boolean)",jdcoefct-pre.c,14,15,1,6,3,True
"jinit_d_main_controller(j_decompress_ptr,boolean)",jdmainct-pre.c,15,11,1,5,2,True
"jinit_d_post_controller(j_decompress_ptr,boolean)",jdpostct-pre.c,10,10,0,3,2,True
jinit_downsampler(j_compress_ptr),jcsample-pre.c,16,14,2,15,3,True
jinit_forward_dct(j_compress_ptr),jcdctmgr-pre.c,6,5,0,2,1,True
jinit_huff_decoder(j_decompress_ptr),jdhuff-pre.c,8,10,1,6,3,True
jinit_huff_encoder(j_compress_ptr),jchuff-pre.c,6,9,1,3,1,True
jinit_input_controller(j_decompress_ptr),jdinput-pre.c,4,10,0,1,0,False
jinit_inverse_dct(j_decompress_ptr),jddctmgr-pre.c,7,8,0,2,1,True
jinit_marker_reader(j_decompress_ptr),jdmarker-pre.c,4,11,0,2,1,False
jinit_marker_writer(j_compress_ptr),jcmarker-pre.c,6,11,0,1,0,True
jinit_master_decompress(j_decompress_ptr),jdmaster-pre.c,4,7,0,1,0,False
jinit_memory_mgr(j_common_ptr),jmemmgr-pre.c,5,30,2,10,3,False
jinit_merged_upsampler(j_decompress_ptr),jdmerge-pre.c,9,12,1,3,1,True
jinit_upsampler(j_decompress_ptr),jdsample-pre.c,18,16,2,12,2,True
jpeg_abort_compress(j_compress_ptr),jcapimin-pre.c,1,1,0,1,0,False
jpeg_abort_decompress(j_decompress_ptr),jdapimin-pre.c,1,1,0,1,0,False
jpeg_abort(j_common_ptr),jcomapi-pre.c,8,3,1,4,1,True
"jpeg_add_quant_table(j_compress_ptr,int,const unsigned int *,int,boolean)",jcparam-pre.c,10,8,2,10,2,True
jpeg_alloc_huff_table(j_common_ptr),jcomapi-pre.c,5,3,0,1,0,False
jpeg_alloc_quant_table(j_common_ptr),jcomapi-pre.c,5,3,0,1,0,False
jpeg_calc_jpeg_dimensions(j_compress_ptr),jcinit-pre.c,8,10,2,18,1,True
jpeg_calc_output_dimensions(j_decompress_ptr),jdmaster-pre.c,21,15,3,21,2,True
jpeg_calc_trans_dimensions(j_compress_ptr),jctrans-pre.c,5,6,0,2,1,False
jpeg_consume_input(j_decompress_ptr),jdapimin-pre.c,6,11,1,12,2,True
"jpeg_copy_critical_parameters(j_decompress_ptr,j_compress_ptr)",jctrans-pre.c,32,32,3,18,4,False
jpeg_core_output_dimensions(j_decompress_ptr),jdinput-pre.c,12,7,2,17,1,True
"jpeg_CreateCompress(j_compress_ptr,int,size_t)",jcapimin-pre.c,6,23,1,5,1,True
"jpeg_CreateDecompress(j_decompress_ptr,int,size_t)",jdapimin-pre.c,6,19,1,5,1,True
jpeg_default_colorspace(j_compress_ptr),jcparam-pre.c,4,4,1,9,1,False
"jpeg_default_qtables(j_compress_ptr,boolean)",jcparam-pre.c,5,1,0,1,0,False
jpeg_destroy_compress(j_compress_ptr),jcapimin-pre.c,1,1,0,1,0,False
jpeg_destroy_decompress(j_decompress_ptr),jdapimin-pre.c,2,1,0,1,0,False
jpeg_destroy(j_common_ptr),jcomapi-pre.c,5,3,0,2,1,False
"jpeg_fdct_10x10(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_10x5(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_11x11(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_12x12(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_12x6(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_13x13(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_14x14(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_14x7(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_15x15(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_16x16(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_16x8(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,3,1,False
"jpeg_fdct_1x1(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,2,0,1,0,False
"jpeg_fdct_1x2(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,2,0,1,0,False
"jpeg_fdct_2x1(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,2,0,1,0,False
"jpeg_fdct_2x2(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,2,0,1,0,False
"jpeg_fdct_2x4(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_3x3(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_3x6(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_4x2(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_4x4(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_4x8(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_5x10(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,5,3,False
"jpeg_fdct_5x5(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_6x12(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,5,3,False
"jpeg_fdct_6x3(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_6x6(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_7x14(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,5,3,False
"jpeg_fdct_7x7(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_8x16(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_8x4(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,1,1,3,1,False
"jpeg_fdct_9x9(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,5,3,False
"jpeg_fdct_float(float *,JSAMPARRAY,JDIMENSION)",jfdctflt-pre.c,3,0,1,3,1,False
"jpeg_fdct_ifast(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctfst-pre.c,3,0,1,3,1,False
"jpeg_fdct_islow(DCTELEM *,JSAMPARRAY,JDIMENSION)",jfdctint-pre.c,3,0,1,3,1,False
"jpeg_fill_bit_buffer(bitread_working_state *,bit_buf_type,int,int)",jdhuff-pre.c,21,13,1,12,6,False
jpeg_finish_compress(j_compress_ptr),jcapimin-pre.c,12,15,1,9,3,True
jpeg_finish_decompress(j_decompress_ptr),jdapimin-pre.c,11,11,1,9,2,True
jpeg_finish_output(j_decompress_ptr),jdapistd-pre.c,9,9,1,8,2,True
"jpeg_free_large(j_common_ptr,void *,size_t)",jmemansi-pre.c,2,1,0,1,0,False
"jpeg_free_small(j_common_ptr,void *,size_t)",jmemansi-pre.c,3,1,0,1,0,False
"jpeg_gen_optimal_table(j_compress_ptr,JHUFF_TBL *,long [])",jchuff-pre.c,6,8,4,23,3,False
"jpeg_get_large(j_common_ptr,size_t)",jmemansi-pre.c,2,2,0,1,0,False
"jpeg_get_small(j_common_ptr,size_t)",jmemansi-pre.c,3,2,0,1,0,False
jpeg_has_multiple_scans(j_decompress_ptr),jdapimin-pre.c,5,6,0,3,1,False
"jpeg_huff_decode(bitread_working_state *,bit_buf_type,int,d_derived_tbl *,int)",jdhuff-pre.c,20,11,2,12,3,True
"jpeg_idct_10x10(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_10x5(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_11x11(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_12x12(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_12x6(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_13x13(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_14x14(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_14x7(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_15x15(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_16x16(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,1,1,3,1,False
"jpeg_idct_16x8(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,10,2,False
"jpeg_idct_1x1(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,6,0,0,1,0,False
"jpeg_idct_1x2(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,6,0,0,1,0,False
