Kind,Name,File,CountInput,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,INJECTED
Function,"asprintf(char **,const char *)",asprintf-pre.c,6,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Static Function,"bad_link(struct magic_set *,int,char *)",fsmagic-pre.c,5,0,0,3,5,1,5,5,6,5,5,5,2,5,0
Static Function,bs1(struct magic *),apprentice-pre.c,14,0,0,15,2,0,2,2,10,1,1,0,1,0,0
Function,"buffer_apprentice(struct magic_set *,struct magic **,size_t *,size_t)",apprentice-pre.c,6,0,0,10,22,1,9,9,9,8,15,15,3,15,0
Function,buffer_fill(const struct buffer *),buffer-pre.c,10,0,0,7,9,1,7,7,7,5,7,7,1,7,0
Function,buffer_fini(struct buffer *),buffer-pre.c,4,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"buffer_init(struct buffer *,int,const void *,size_t)",buffer-pre.c,9,0,0,9,2,0,2,2,3,1,0,0,1,0,0
Static Function,"byteswap(struct magic *,uint32_t)",apprentice-pre.c,3,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Static Function,"cdf_app_to_mime(const char *,const struct nv *)",readcdf-pre.c,6,0,0,6,3,0,5,5,5,3,2,2,2,2,0
Static Function,"cdf_calloc(const char *,size_t,size_t,size_t)",cdf-pre.c,7,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"cdf_check_stream_offset(const cdf_stream_t *,const cdf_header_t *,const void *,size_t,int)",cdf-pre.c,10,0,0,3,2,0,2,2,3,1,1,0,1,0,0
Static Function,"cdf_check_stream(const cdf_stream_t *,const cdf_header_t *)",cdf-pre.c,9,0,0,2,1,0,3,3,3,1,0,0,0,0,0
Static Function,"cdf_check_summary_info(struct magic_set *,const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,const cdf_dir_t *,cdf_stream_t *,const cdf_directory_t *,const char **)",readcdf-pre.c,16,0,0,7,41,2,13,13,14,8,9,9,3,9,0
Static Function,"cdf_clsid_to_mime(const uint64_t [2],const struct cv *)",readcdf-pre.c,6,0,0,1,3,0,3,3,4,3,3,3,2,3,0
Static Function,"cdf_copy_info(cdf_property_info_t *,const void *,const void *,size_t)",cdf-pre.c,12,0,0,11,6,1,9,7,9,6,11,11,1,11,0
Function,"cdf_count_chain(const cdf_sat_t *,cdf_secid_t,size_t)",cdf-pre.c,11,0,0,3,11,1,7,7,7,6,11,11,2,11,0
Function,"cdf_ctime(const time_t *,char *)",cdf_time-pre.c,3,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Static Function,"cdf_file_catalog_info(struct magic_set *,const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,const cdf_dir_t *,cdf_stream_t *)",readcdf-pre.c,9,0,0,3,3,0,3,3,3,3,2,2,1,2,0
Static Function,"cdf_file_catalog(struct magic_set *,const cdf_header_t *,const cdf_stream_t *)",readcdf-pre.c,9,0,0,5,8,1,9,9,9,8,12,12,3,12,0
Static Function,"cdf_file_dir_info(struct magic_set *,const cdf_dir_t *)",readcdf-pre.c,9,0,0,3,31,1,9,9,9,9,12,12,3,12,0
Static Function,"cdf_file_property_info(struct magic_set *,const cdf_property_info_t *,size_t,const cdf_directory_t *)",readcdf-pre.c,22,0,0,10,802,3,36,27,48,29,167,167,6,167,0
Static Function,"cdf_file_summary_info(struct magic_set *,const cdf_header_t *,const cdf_stream_t *,const cdf_directory_t *)",readcdf-pre.c,11,0,0,6,19,1,15,14,15,13,24,24,4,24,0
Function,"cdf_find_stream(const cdf_dir_t *,const char *,int)",cdf-pre.c,9,0,0,4,6,1,4,4,5,3,3,3,2,2,0
Static Function,"cdf_get_property_info_pos(const cdf_stream_t *,const cdf_header_t *,const uint8_t *,const uint8_t *,size_t)",cdf-pre.c,6,0,0,4,5,1,5,5,5,5,4,4,1,4,0
Static Function,"cdf_getday(int,int)",cdf_time-pre.c,4,0,0,1,3,0,3,3,6,3,3,3,2,3,0
Static Function,cdf_getdays(int),cdf_time-pre.c,2,0,0,1,2,0,2,2,4,1,0,0,1,0,0
Static Function,"cdf_getmonth(int,int)",cdf_time-pre.c,4,0,0,1,5,1,4,4,7,3,3,3,2,3,0
Static Function,"cdf_getuint32(const uint8_t *,size_t)",cdf-pre.c,6,0,0,3,1,0,2,2,2,1,0,0,0,0,0
Static Function,"cdf_grow_info(cdf_property_info_t **,size_t *,size_t)",cdf-pre.c,4,0,0,5,4,1,3,3,3,3,4,4,1,4,0
Static Function,"cdf_malloc(const char *,size_t,size_t)",cdf-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"cdf_namecmp(const char *,const uint16_t *,size_t)",cdf-pre.c,6,0,0,2,3,0,5,5,5,3,3,3,2,3,0
Static Function,"cdf_offset(const void *,size_t)",cdf-pre.c,4,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_print_classid(char *,size_t,const cdf_classid_t *)",cdf-pre.c,7,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_print_elapsed_time(char *,size_t,cdf_timestamp_t)",cdf-pre.c,4,0,0,2,11,1,6,6,7,6,5,5,2,5,0
Function,"cdf_print_property_name(char *,size_t,uint32_t)",cdf-pre.c,7,0,0,2,3,0,3,3,3,3,3,3,2,3,0
Function,"cdf_read_dir(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,cdf_dir_t *)",cdf-pre.c,12,0,0,13,30,1,11,11,11,7,11,11,2,11,0
Function,"cdf_read_doc_summary_info(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,const cdf_dir_t *,cdf_stream_t *)",cdf-pre.c,8,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_read_header(const cdf_info_t *,cdf_header_t *)",cdf-pre.c,17,0,0,8,6145,4,17,17,26,5,7,7,2,7,0
Function,"cdf_read_long_sector_chain(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,cdf_secid_t,size_t,cdf_stream_t *)",cdf-pre.c,15,0,0,12,29,1,11,11,13,9,24,24,3,24,0
Function,"cdf_read_property_info(const cdf_stream_t *,const cdf_header_t *,uint32_t,cdf_property_info_t **,size_t *,size_t *)",cdf-pre.c,14,0,0,21,189568,5,41,28,43,30,138,138,4,138,0
Function,"cdf_read_sat(const cdf_info_t *,cdf_header_t *,cdf_sat_t *)",cdf-pre.c,12,0,0,9,2196,3,19,19,21,17,48,48,3,48,0
Function,"cdf_read_sector_chain(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,cdf_secid_t,size_t,cdf_stream_t *)",cdf-pre.c,11,0,0,3,2,0,2,2,3,1,1,0,1,0,0
Function,"cdf_read_sector(const cdf_info_t *,void *,size_t,size_t,const cdf_header_t *,cdf_secid_t)",cdf-pre.c,11,0,0,3,1,0,2,2,2,1,0,0,0,0,0
Function,"cdf_read_short_sector_chain(const cdf_header_t *,const cdf_sat_t *,const cdf_stream_t *,cdf_secid_t,size_t,cdf_stream_t *)",cdf-pre.c,14,0,0,12,20,1,8,8,8,7,16,16,2,16,0
Function,"cdf_read_short_sector(const cdf_stream_t *,void *,size_t,size_t,const cdf_header_t *,cdf_secid_t)",cdf-pre.c,11,0,0,4,2,0,3,3,3,1,2,0,1,0,0
Function,"cdf_read_short_stream(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_dir_t *,cdf_stream_t *,const cdf_directory_t **)",cdf-pre.c,11,0,0,6,12,1,5,5,5,5,6,6,2,6,0
Function,"cdf_read_ssat(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,cdf_sat_t *)",cdf-pre.c,11,0,0,10,36,2,8,8,8,7,20,20,2,20,0
Function,"cdf_read_summary_info(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,const cdf_dir_t *,cdf_stream_t *)",cdf-pre.c,8,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_read_user_stream(const cdf_info_t *,const cdf_header_t *,const cdf_sat_t *,const cdf_sat_t *,const cdf_stream_t *,const cdf_dir_t *,const char *,cdf_stream_t *)",cdf-pre.c,15,0,0,4,2,0,2,2,2,1,1,0,1,0,0
Static Function,"cdf_read(const cdf_info_t *,off_t,void *,size_t)",cdf-pre.c,9,0,0,5,12,1,6,6,8,5,9,9,2,9,0
Static Function,"cdf_realloc(const char *,size_t,void *,size_t)",cdf-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,cdf_swap_class(cdf_classid_t *),cdf-pre.c,6,0,0,5,1,0,4,4,4,1,0,0,0,0,0
Function,cdf_swap_dir(cdf_directory_t *),cdf-pre.c,14,0,0,14,1,0,12,12,12,1,0,0,0,0,0
Function,cdf_swap_header(cdf_header_t *),cdf-pre.c,21,0,0,21,999999999,18,77,77,133,1,0,0,1,0,1
Function,"cdf_timespec_to_timestamp(cdf_timestamp_t *,const struct timespec *)",cdf_time-pre.c,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_timestamp_to_timespec(struct timespec *,cdf_timestamp_t)",cdf_time-pre.c,6,0,0,19,2,0,2,2,2,1,1,0,1,0,0
Function,cdf_tole2(uint16_t),cdf-pre.c,4,0,0,2,1,0,2,2,2,1,0,0,0,0,0
Function,cdf_tole4(uint32_t),cdf-pre.c,3,0,0,2,1,0,2,2,2,1,0,0,0,0,0
Function,cdf_tole8(uint64_t),cdf-pre.c,3,0,0,2,1,0,2,2,2,1,0,0,0,0,0
Function,"cdf_u16tos8(char *,size_t,const uint16_t *)",cdf-pre.c,4,0,0,2,2,0,2,2,3,1,0,0,1,0,0
Function,"cdf_unpack_catalog(const cdf_header_t *,const cdf_stream_t *,cdf_catalog_t **)",cdf-pre.c,13,0,0,14,655,3,30,30,30,12,18,18,2,18,0
Function,"cdf_unpack_dir(cdf_directory_t *,char *)",cdf-pre.c,17,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"cdf_unpack_header(cdf_header_t *,char *)",cdf-pre.c,20,0,0,3,999999999,13,44,44,79,1,0,0,1,0,1
Function,"cdf_unpack_summary_info(const cdf_stream_t *,const cdf_header_t *,cdf_summary_info_header_t *,cdf_property_info_t **,size_t *)",cdf-pre.c,15,0,0,14,3,0,8,8,9,3,2,2,1,2,0
Function,cdf_zero_stream(cdf_stream_t *),cdf-pre.c,6,0,0,7,1,0,1,1,1,1,0,0,0,0,0
Static Function,"check_buffer(struct magic_set *,struct magic_map *,const char *)",apprentice-pre.c,9,0,0,7,89,2,12,12,12,6,8,6,2,6,0
Static Function,"check_cond(struct magic_set *,int,uint32_t)",apprentice-pre.c,8,0,0,6,11,1,11,8,14,8,21,21,3,21,0
Static Function,"check_fmt(struct magic_set *,const char *)",softmagic-pre.c,3,0,0,7,3,0,3,3,3,1,2,0,1,0,1
Static Function,"check_format_type(const char *,int,const char **)",apprentice-pre.c,4,0,0,4,32827667,8,60,35,64,26,113,113,3,113,0
Static Function,"check_format(struct magic_set *,struct magic *)",apprentice-pre.c,9,0,0,4,21,1,10,10,10,9,9,9,2,9,0
Static Function,"checkdone(struct magic_set *,int *)",funcs-pre.c,3,0,0,3,3,0,3,3,3,1,1,0,1,0,0
Static Function,"close_and_restore(const struct magic_set *,const char *,int,const struct stat *)",magic-pre.c,9,0,0,4,3,0,3,3,4,1,1,0,1,0,0
Static Function,"closefd(int *,size_t)",compress-pre.c,5,0,0,2,2,0,2,2,2,1,1,0,1,0,0
Static Function,closep(int *),compress-pre.c,3,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Static Function,"cmpstrp(const void *,const void *)",apprentice-pre.c,2,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"coalesce_entries(struct magic_set *,struct magic_entry *,uint32_t,struct magic **,uint32_t *)",apprentice-pre.c,7,0,0,6,6,1,4,4,4,1,1,0,1,0,0
Static Function,"copydesc(int,int *)",compress-pre.c,3,0,0,3,3,0,4,4,4,3,2,2,1,2,0
Static Function,core(xprintf_struct *),vasprintf-pre.c,7,0,0,13,111,2,11,11,11,10,18,18,2,18,1
Function,"ctime_r(const time_t *,char *)",ctime_r-pre.c,3,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Static Function,"cvt_16(union VALUETYPE *,const struct magic *)",softmagic-pre.c,7,0,0,2,22,1,13,6,13,12,48,48,3,48,0
Static Function,"cvt_32(union VALUETYPE *,const struct magic *)",softmagic-pre.c,7,0,0,2,22,1,13,6,13,12,48,48,3,48,0
Static Function,"cvt_64(union VALUETYPE *,const struct magic *)",softmagic-pre.c,7,0,0,2,22,1,13,6,13,12,48,48,3,48,0
Static Function,"cvt_8(union VALUETYPE *,const struct magic *)",softmagic-pre.c,7,0,0,2,22,1,13,6,13,12,48,48,3,48,0
Static Function,"cvt_double(union VALUETYPE *,const struct magic *)",softmagic-pre.c,5,0,0,2,7,1,7,4,7,7,12,12,3,12,0
Static Function,"cvt_flip(int,int)",softmagic-pre.c,4,0,0,1,22,1,22,3,22,22,211,211,1,211,0
Static Function,"cvt_float(union VALUETYPE *,const struct magic *)",softmagic-pre.c,5,0,0,2,7,1,7,4,7,7,12,12,3,12,0
Static Function,"cvt_id3(struct magic_set *,uint32_t)",softmagic-pre.c,5,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Static Function,defprint(int),file-pre.c,4,0,0,2,3,0,3,3,6,1,1,0,1,0,0
Function,"der_cmp(struct magic_set *,struct magic *)",der-pre.c,11,0,0,11,36,2,13,12,14,9,15,15,2,15,0
Static Function,"der_data(char *,size_t,uint32_t,const void *,uint32_t)",der-pre.c,6,0,0,2,4,1,7,4,7,1,1,0,2,0,0
Function,"der_offs(struct magic_set *,struct magic *,size_t)",der-pre.c,10,0,0,7,5,1,6,6,6,5,4,4,2,4,0
Static Function,"der_tag(char *,size_t,uint32_t)",der-pre.c,5,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Static Function,dispatch(xprintf_struct *),vasprintf-pre.c,5,0,0,15,4903622,7,82,57,84,41,138,136,4,135,1
Static Function,"do_auxv_note(struct magic_set *,unsigned char *,uint32_t,int,uint32_t,uint32_t,size_t,size_t,int *,size_t,int,int,off_t,int,off_t)",readelf-pre.c,17,0,0,7,89,2,23,18,23,11,43,25,3,22,0
Static Function,"do_bid_note(struct magic_set *,unsigned char *,uint32_t,int,uint32_t,uint32_t,size_t,size_t,int *)",readelf-pre.c,8,0,0,4,19,1,10,8,17,7,16,11,3,10,0
Static Function,"do_core_note(struct magic_set *,unsigned char *,uint32_t,int,uint32_t,uint32_t,size_t,size_t,int *,size_t,int)",readelf-pre.c,23,0,0,10,19816,4,38,37,51,22,58,58,6,57,0
Static Function,"do_note_freebsd_version(struct magic_set *,int,void *)",readelf-pre.c,4,0,0,3,23,1,21,21,23,21,49,49,3,49,0
Static Function,"do_note_netbsd_version(struct magic_set *,int,void *)",readelf-pre.c,4,0,0,3,11,1,10,10,11,10,17,17,4,17,0
Static Function,"do_ops(struct magic *,intmax_t,intmax_t)",softmagic-pre.c,5,0,0,1,20,1,11,4,11,1,29,0,2,0,0
Static Function,"do_os_note(struct magic_set *,unsigned char *,uint32_t,int,uint32_t,uint32_t,size_t,size_t,int *)",readelf-pre.c,9,0,0,7,48,2,26,22,42,26,77,77,3,77,0
Static Function,"do_pax_note(struct magic_set *,unsigned char *,uint32_t,int,uint32_t,uint32_t,size_t,size_t,int *)",readelf-pre.c,9,0,0,5,7,1,7,7,11,6,8,8,3,8,0
Static Function,"docprint(const char *,int)",file-pre.c,6,0,0,3,7,1,6,6,9,1,1,0,2,0,0
Static Function,"dodynamic(struct magic_set *,void *,size_t,size_t,int,int)",readelf-pre.c,12,0,0,5,4,1,11,11,11,1,3,0,2,0,0
Static Function,"donote(struct magic_set *,void *,size_t,size_t,int,int,size_t,int *,uint16_t *,int,off_t,int,off_t)",readelf-pre.c,22,0,0,10,712,3,45,42,47,28,49,49,3,49,0
Static Function,"dophn_core(struct magic_set *,int,int,int,off_t,int,size_t,off_t,int *,uint16_t *)",readelf-pre.c,17,0,0,7,30,1,23,23,24,13,20,20,3,20,0
Static Function,"dophn_exec(struct magic_set *,int,int,int,off_t,int,size_t,off_t,int,int *,uint16_t *)",readelf-pre.c,20,0,0,11,851,3,43,39,46,28,48,48,4,47,0
Static Function,"doshn(struct magic_set *,int,int,int,off_t,int,size_t,off_t,int,int,int *,uint16_t *)",readelf-pre.c,31,0,0,16,211732,5,98,86,99,49,118,118,5,115,0
Function,"dprintf(int,const char *)",dprintf-pre.c,3,0,0,5,3,0,3,3,3,3,2,2,1,2,0
Static Function,eatsize(const char **),apprentice-pre.c,3,0,0,3,4,1,9,5,9,1,0,0,1,0,0
Static Function,"encode_utf8(unsigned char *,size_t,unichar *,size_t)",ascmagic-pre.c,5,0,0,2,14,1,14,14,14,14,53,53,3,53,0
Function,"file_apprentice(struct magic_set *,const char *,int)",apprentice-pre.c,8,0,0,15,44,2,16,13,16,9,9,9,3,9,0
Function,"file_ascmagic_with_encoding(struct magic_set *,const struct buffer *,unichar *,size_t,const char *,const char *,int)",ascmagic-pre.c,13,0,0,13,-1522475286,12,62,60,77,50,114,112,6,112,0
Function,"file_ascmagic(struct magic_set *,const struct buffer *,int)",ascmagic-pre.c,6,0,0,6,2,0,2,2,2,1,1,0,1,0,0
Function,file_badread(struct magic_set *),funcs-pre.c,7,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,file_badseek(struct magic_set *),funcs-pre.c,3,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"file_buffer(struct magic_set *,int,const char *,const void *,size_t)",funcs-pre.c,12,0,0,21,383209890,9,41,41,44,25,45,45,3,45,1
Function,"file_check_mem(struct magic_set *,unsigned int)",funcs-pre.c,7,0,0,12,3,0,4,4,4,3,2,2,2,2,1
Function,"file_default(struct magic_set *,size_t)",funcs-pre.c,4,0,0,2,7,1,8,8,9,7,9,9,2,9,0
Function,"file_encoding(struct magic_set *,const struct buffer *,unichar **,size_t *,const char **,const char **,const char **)",encoding-pre.c,8,0,0,16,6144,4,21,21,21,3,12,2,3,2,0
Function,"file_err(int,const char *)",file-pre.c,5,0,0,7,1,0,1,1,1,1,0,0,0,0,0
Static Function,"file_error_core(struct magic_set *,int,const char *,va_list,size_t)",funcs-pre.c,10,0,0,9,9,1,5,5,6,1,1,0,1,0,0
Function,"file_error(struct magic_set *,int,const char *)",funcs-pre.c,22,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Function,"file_errx(int,const char *)",file-pre.c,5,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"file_fmtcheck(struct magic_set *,const char *,const char *,const char *,size_t)",softmagic-pre.c,7,0,0,3,2,0,2,2,2,1,0,0,1,0,0
Function,"file_fmttime(uint64_t,int,char *)",print-pre.c,6,0,0,8,16,1,5,5,5,3,6,4,1,4,1
Function,"file_fsmagic(struct magic_set *,const char *,struct stat *)",fsmagic-pre.c,8,0,0,14,3081,3,74,68,79,62,336,335,4,335,0
Function,file_getbuffer(struct magic_set *),funcs-pre.c,8,0,0,13,33,2,13,13,14,9,10,9,3,8,1
Function,file_getprogname(),file-pre.c,3,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"file_is_json(struct magic_set *,const struct buffer *)",is_json-pre.c,6,0,0,4,7,1,7,7,7,7,7,7,2,7,0
Function,"file_is_tar(struct magic_set *,const struct buffer *)",is_tar-pre.c,7,0,0,4,10,1,7,7,8,5,4,4,1,4,0
Function,"file_looks_utf8(const unsigned char *,size_t,unichar *,size_t *)",encoding-pre.c,7,0,0,4,192,2,20,20,21,12,30,30,4,30,0
Function,"file_magerror(struct magic_set *,const char *)",funcs-pre.c,11,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Function,"file_magicfind(struct magic_set *,const char *,struct mlist *)",apprentice-pre.c,11,0,0,5,10,1,7,7,7,7,8,8,5,8,0
Function,"file_magwarn(struct magic_set *,const char *)",print-pre.c,19,0,0,6,2,0,2,2,2,1,0,0,1,0,0
Function,file_mbswidth(const char *),file-pre.c,4,0,0,5,5,1,5,5,6,3,4,4,3,3,0
Function,file_mdump(struct magic *),print-pre.c,29,0,0,4,1376760,6,72,28,80,1,80,0,3,0,0
Function,file_ms_alloc(int),apprentice-pre.c,4,0,0,24,9,1,5,5,5,4,5,5,1,5,0
Function,file_ms_free(struct magic_set *),apprentice-pre.c,8,0,0,3,3,0,3,3,3,1,1,0,1,0,1
Function,"file_oomem(struct magic_set *,size_t)",funcs-pre.c,16,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Static Function,"file_or_fd(struct magic_set *,const char *,int)",magic-pre.c,7,0,0,19,12962,4,24,23,29,15,24,24,3,23,1
Function,"file_pipe2file(struct magic_set *,int,const void *,size_t)",compress-pre.c,5,0,0,13,21,1,9,8,9,9,10,10,3,10,0
Function,"file_pop_buffer(struct magic_set *,file_pushbuf_t *)",funcs-pre.c,10,0,0,6,2,0,2,2,2,1,1,0,1,0,0
Function,"file_printable(char *,size_t,const char *)",funcs-pre.c,6,0,0,3,5,1,4,4,5,4,3,3,2,3,1
Function,file_printedlen(const struct magic_set *),funcs-pre.c,4,0,0,2,1,0,2,2,2,1,0,0,0,0,0
Function,"file_printf(struct magic_set *,const char *)",funcs-pre.c,40,0,0,5,1,0,1,1,1,1,0,0,0,0,1
Function,"file_pstring_get_length(const struct magic *,const char *)",apprentice-pre.c,6,0,0,4,21,1,8,4,8,6,20,20,1,20,0
Function,file_pstring_length_size(const struct magic *),apprentice-pre.c,9,0,0,2,4,1,6,2,6,1,6,0,1,0,0
Function,file_push_buffer(struct magic_set *),funcs-pre.c,8,0,0,8,3,0,3,3,3,3,2,2,1,2,0
Function,"file_regcomp(file_regex_t *,const char *,int)",funcs-pre.c,10,0,0,11,1,0,3,3,3,1,0,0,0,0,1
Function,"file_regerror(file_regex_t *,int,struct magic_set *)",funcs-pre.c,9,0,0,2,1,0,1,1,1,1,0,0,0,0,0
Function,"file_regexec(file_regex_t *,const char *,size_t,regmatch_t *,int)",funcs-pre.c,10,0,0,5,1,0,2,2,2,1,0,0,0,0,1
Function,file_regfree(file_regex_t *),funcs-pre.c,9,0,0,4,2,0,2,2,2,1,0,0,1,0,1
Function,"file_replace(struct magic_set *,const char *,const char *)",funcs-pre.c,8,0,0,9,4,1,5,5,5,4,5,5,3,5,0
Function,"file_reset(struct magic_set *,int)",funcs-pre.c,10,0,0,9,5,1,4,4,5,1,1,0,1,0,0
Function,file_setprogname(const char *),file-pre.c,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"file_showstr(FILE *,const char *,size_t)",apprentice-pre.c,5,0,0,2,37,2,13,7,14,5,36,8,3,7,0
Function,"file_signextend(struct magic_set *,struct magic *,uint64_t)",apprentice-pre.c,10,0,0,2,8,1,49,4,49,7,21,21,3,21,0
Function,"file_softmagic(struct magic_set *,const struct buffer *,uint16_t *,uint16_t *,int,int)",softmagic-pre.c,13,0,0,3,12,1,5,5,5,3,3,3,2,3,1
Static Function,"file_strncmp(const char *,const char *,size_t,uint32_t)",softmagic-pre.c,6,0,0,6,32,2,18,18,24,14,28,28,6,28,1
Static Function,"file_strncmp16(const char *,const char *,size_t,uint32_t)",softmagic-pre.c,5,0,0,3,1,0,1,1,1,1,0,0,0,0,1
Function,"file_trycdf(struct magic_set *,const struct buffer *)",readcdf-pre.c,12,0,0,21,184592,5,30,30,31,20,38,36,4,36,0
Function,"file_tryelf(struct magic_set *,const struct buffer *)",readelf-pre.c,33,0,0,16,188,2,35,28,42,31,99,98,3,98,0
Function,"file_vprintf(struct magic_set *,const char *,va_list)",funcs-pre.c,9,0,0,11,7,1,5,5,5,5,6,6,2,6,1
Function,file_warn(const char *),file-pre.c,6,0,0,6,1,0,1,1,1,1,0,0,0,0,0
Function,file_warnx(const char *),file-pre.c,4,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Function,"file_zmagic(struct magic_set *,const struct buffer *,const char *)",compress-pre.c,13,0,0,14,13348,4,22,20,24,17,63,63,4,61,0
Static Function,"filter_error(unsigned char *,ssize_t)",compress-pre.c,3,0,0,8,48,2,7,7,7,1,0,0,2,0,0
Function,"fmtcheck(const char *,const char *)",fmtcheck-pre.c,3,0,0,3,5,1,5,5,5,5,7,7,2,7,1
Static Function,"format_decompression_error(struct magic_set *,size_t,unsigned char *)",compress-pre.c,5,0,0,4,4,1,4,4,4,1,1,0,2,0,0
Static Function,"from_ebcdic(const unsigned char *,size_t,unsigned char *)",encoding-pre.c,4,0,0,2,4,1,3,3,3,1,0,0,1,0,0
Static Function,"from_oct(const char *,size_t)",is_tar-pre.c,3,0,0,3,26,1,8,8,12,5,5,5,2,5,0
Static Function,"gcd(int,int)",getopt_long-pre.c,3,0,0,1,2,0,2,2,2,1,0,0,1,0,0
Static Function,"get_cond(const char *,const char **)",apprentice-pre.c,6,0,0,4,4,1,4,4,5,3,2,2,3,2,0
Static Function,get_default_magic(),magic-pre.c,2,0,0,6,38,2,11,11,11,10,17,17,3,17,0
