Kind,Name,File,CountInput,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,INJECTED
Static Function,"f_tan(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tanh(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tgamma(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_tonumber(jq_state *,jv)",builtin-pre.c,1,0,0,7,4,1,4,4,5,4,3,3,2,3,0
Static Function,"f_tostring(jq_state *,jv)",builtin-pre.c,2,0,0,3,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_trunc(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_type(jq_state *,jv)",builtin-pre.c,1,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,"f_utf8bytelength(jq_state *,jv)",builtin-pre.c,1,0,0,5,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_y0(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_y1(jq_state *,jv)",builtin-pre.c,1,0,0,7,2,0,2,2,2,1,1,0,1,0,0
Static Function,"f_yn(jq_state *,jv,jv,jv)",builtin-pre.c,3,0,0,7,3,0,3,3,3,3,2,2,1,2,0
Static Function,"find_lib(jq_state *,jv,jv,const char *,jv,jv)",linker-pre.c,8,0,0,17,54,2,12,12,15,8,13,13,3,12,0
Static Function,found_string(struct jv_parser *),jv_parse-pre.c,4,0,0,9,124,2,24,16,29,19,95,95,5,95,1
Static Function,"fprinter(void *,const char *)",util-pre.c,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,frame_current(struct jq_state *),execute-pre.c,9,0,0,4,2,0,4,4,5,1,1,0,1,0,0
Static Function,"frame_get_level(struct jq_state *,int)",execute-pre.c,7,0,0,2,2,0,2,2,2,1,0,0,1,0,0
Static Function,"frame_local_var(struct jq_state *,int,int)",execute-pre.c,11,0,0,4,1,0,3,3,3,1,0,0,0,0,0
Static Function,frame_pop(struct jq_state *),execute-pre.c,7,0,0,9,3,0,4,4,4,1,0,0,2,0,0
Static Function,"frame_push(struct jq_state *,struct closure,uint16_t *,int)",execute-pre.c,14,0,0,13,4,1,4,4,4,1,0,0,1,0,0
Static Function,frame_size(struct bytecode *),execute-pre.c,5,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_and(block,block)",compile-pre.c,4,0,0,7,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_array_matcher(block,block)",compile-pre.c,8,0,0,9,3,0,7,7,7,1,2,0,2,0,0
Static Function,"gen_binop(block,block,int)",parser-pre.c,5,0,0,7,13,1,14,4,14,1,56,0,1,0,0
Function,"gen_both(block,block)",compile-pre.c,3,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Static Function,gen_builtin_list(block),builtin-pre.c,2,0,0,8,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_call(const char *,block)",compile-pre.c,11,0,0,4,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_cbinding(const struct cfunction *,int,block)",compile-pre.c,7,0,0,8,2,0,2,2,2,1,0,0,1,0,0
Function,gen_collect(block),compile-pre.c,3,0,0,9,2,0,2,2,2,1,1,0,1,0,0
Function,"gen_cond(block,block,block)",compile-pre.c,6,0,0,5,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_condbranch(block,block)",compile-pre.c,6,0,0,3,1,0,1,1,1,1,0,0,0,0,0
Static Function,gen_const_array(block),compile-pre.c,9,0,0,8,14,1,8,8,18,6,10,10,3,9,0
Function,"gen_const_global(jv,const char *)",compile-pre.c,4,0,0,9,1,0,2,2,2,1,0,0,0,0,0
Function,gen_const_object(block),compile-pre.c,7,0,0,9,74,2,9,9,20,8,13,13,2,12,0
Function,gen_const(jv),compile-pre.c,17,0,0,7,1,0,2,2,2,1,0,0,0,0,0
Static Function,"gen_definedor_assign(block,block)",parser-pre.c,3,0,0,9,1,0,1,1,1,1,0,0,0,0,0
Function,"gen_definedor(block,block)",compile-pre.c,4,0,0,9,1,0,1,1,1,1,0,0,0,0,0
Function,gen_destructure_alt(block),compile-pre.c,5,0,0,5,3,0,3,3,3,1,0,0,2,0,0
Function,"gen_destructure(block,block,block)",compile-pre.c,7,0,0,9,4,1,3,3,5,1,1,0,1,0,0
Function,"gen_dictpair(block,block)",compile-pre.c,3,0,0,4,1,0,1,1,1,1,0,0,0,0,0
